Date,SPY,Equal Weight,Minimum Variance,Maximum Sharpe,Combined Robust Max Sharpe λ=0.50 γ=0.10,Inverse Volatility,Equal Risk Contribution
2018-02-01,-0.0011348473098273,-0.005947951790957511,-0.002948725744091371,-0.003886755409237969,-0.004037515216652875,-0.00548366573151748,-0.00520164770559546
2018-02-02,-0.0217700473244185,-0.01465588667908966,-0.01030370078879156,-0.015361408280675684,-0.011217080334951368,-0.011806641917225018,-0.011445601748070022
2018-02-05,-0.0418224450918517,-0.02055577056309068,-0.00881137932967275,-0.023944627413156495,-0.012647480368791198,-0.013483763744803588,-0.011186088295830645
2018-02-06,0.0197024899843827,0.008745086424192491,0.002443037439613221,0.012204331899166898,0.0059311418984464015,0.005060891558208136,0.0037315554072780933
2018-02-07,-0.005425136742456,-0.008365155671323541,-0.003833769810615571,-0.006815455779741733,-0.005179066716266209,-0.006516268302532415,-0.006262885331275936
2018-02-08,-0.0375089592910852,-0.0201556007260323,-0.011460826658358169,-0.02505425150574902,-0.015638422759826263,-0.014905519213486648,-0.01308733648279247
2018-02-09,0.0150213512260493,0.00736912926795835,0.0025061942326242846,0.008549853027344411,0.004397767019386741,0.0044748742187851066,0.0034932865203823995
2018-02-12,0.0146847275045374,0.00822641044175124,0.004617969163446755,0.010209886609641438,0.006227425804669237,0.0059234598218352455,0.00560841240713835
2018-02-13,0.0024874627918825,0.0032897473814825903,0.0017552334693991757,0.0027584136498173166,0.0021020016538127705,0.00253465455184912,0.002626153111582097
2018-02-14,0.0134958323673632,0.00819700743123964,0.002671878368888591,0.010270390424661425,0.004468560661494786,0.004392090862198538,0.004043465459864273
2018-02-15,0.0127601160336423,0.00882843830633848,0.005259636492507252,0.010927593509988873,0.007262428365082917,0.006921125333502458,0.006233837456808481
2018-02-16,0.0002934063091077,0.0013609454374949302,0.0013732737425865551,-0.0006837044190752671,0.0005822849002441763,0.0017684396856085937,0.0017151464538276246
2018-02-20,-0.0062611685550257,-0.007055717219046241,-0.004874719485358957,-0.003897487501492049,-0.003498154137522684,-0.00580952475124216,-0.005738233057696774
2018-02-21,-0.0049743135014446,-0.005741742171588251,-0.004526349081997885,-0.0044435875370185205,-0.00422257628333758,-0.0054904355325157,-0.005372058569985675
2018-02-22,0.0012960553563734,0.00276903016679941,0.0017717212381495081,0.0012735737921787057,0.0013854954434629405,0.0024374479937965252,0.002408268396274624
2018-02-23,0.0159393523881614,0.01072116940786229,0.006971542690154365,0.012178548792048606,0.008929177876579552,0.008845833383373608,0.008195005282979128
2018-02-26,0.0116122770559539,0.00581281428444373,0.0042842114916813315,0.008091316805145247,0.005442040879887122,0.004543324840204514,0.004209924920395323
2018-02-27,-0.012486623440548,-0.01258514828065803,-0.006923922126645013,-0.00980830726989117,-0.00748354723048658,-0.009824733725577711,-0.00914645221477265
2018-02-28,-0.0101299981810286,-0.00472626639949513,-0.0016542425093074831,-0.004503407319072504,-0.002053348523743374,-0.002659266843703816,-0.0021798611422236634
2018-03-01,-0.0145404115373787,-0.00433782143489301,-0.002779136061795428,-0.009728462828230103,-0.005037451580782485,-0.002699681170087231,-0.0020234777272667565
2018-03-02,0.0051547385736021,0.0029242036606733396,-2.6519413718953866e-05,0.004465923074307947,0.0012779201581376537,0.0010007227445791333,0.0007561879647114442
2018-03-05,0.0115577865427394,0.00436666381123426,0.002285162858395688,0.006275310527670922,0.0035102112409218147,0.002899362076098964,0.0023181185572631836
2018-03-06,0.0025351417996166,0.004996980653741833,0.0023222484128422346,0.004134421823769104,0.0024071232589768852,0.0036158814075004887,0.0036287056111157815
2018-03-07,-0.000366688622124,0.0009831886921772802,-0.0007888967346030976,-0.0006399728096554828,-0.0001849811947976011,0.000511589405228402,0.0002043810270949088
2018-03-08,0.004839172556099,0.0019925392215958903,0.002199140294372865,0.003077573654618802,0.0028172207454272317,0.002082541395957564,0.002002527411508862
2018-03-09,0.0174024244143637,0.0074728622047887504,0.002872180789571992,0.010196257633092058,0.005203552077215315,0.004234503082554221,0.003484398578616716
2018-03-12,-0.0012552511443415,0.0023141658777720603,0.0009278185538385251,0.0015325544553239441,0.0019558391886080224,0.002146181239450242,0.0021824152860480898
2018-03-13,-0.0064626210758579,-0.003073823483930363,-0.0008369672364029048,-0.0055833827904265545,-0.0032738322372518796,-0.0017577071121377898,-0.0012506277781672943
2018-03-14,-0.0051313688461542,0.0007280489096393099,-1.7672998643863177e-06,-0.001125229752688332,0.00033409495610537267,0.001134449200072081,0.0013059057088533634
2018-03-15,-0.0010897013624802,-0.00171642079114864,-0.0009072147583638658,-0.0014786853986353842,-0.0006639097636252155,-0.0011252043441999893,-0.0012867667616167212
2018-03-16,0.0010840641433269,0.00017176918026263013,9.934315480496182e-06,-0.0007513744343887936,-0.0006484024818095875,8.482879006421512e-05,-0.00021296867888910356
