date,strategy,cost_bps,transaction_cost
2020-06-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,8.948076515883309e-08
2020-07-01,Maximum Sharpe,0.0,0.0
2020-07-01,Maximum Sharpe,5.0,1.255117901806605e-05
2020-07-01,Maximum Sharpe,10.0,2.51023580361321e-05
2020-07-01,Maximum Sharpe,25.0,6.275589509033024e-05
2020-07-01,Equal Weight,0.0,0.0
2020-07-01,Equal Weight,5.0,0.0
2020-07-01,Equal Weight,10.0,0.0
2020-07-01,Equal Weight,25.0,0.0
2020-07-01,Minimum Variance,0.0,0.0
2020-07-01,Minimum Variance,5.0,7.451864688068186e-06
2020-07-01,Minimum Variance,10.0,1.4903729376136371e-05
2020-07-01,Minimum Variance,25.0,3.725932344034093e-05
2020-07-01,SPY,0.0,0.0
2020-07-01,SPY,5.0,0.0
2020-07-01,SPY,10.0,0.0
2020-07-01,SPY,25.0,0.0
2020-07-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2020-07-01,Shrunk Max Sharpe λ=0.25,5.0,1.2640306255155268e-05
2020-07-01,Shrunk Max Sharpe λ=0.25,10.0,2.5280612510310536e-05
2020-07-01,Shrunk Max Sharpe λ=0.25,25.0,6.320153127577634e-05
2020-07-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2020-07-01,Shrunk Max Sharpe λ=0.50,5.0,8.80190732541472e-06
2020-07-01,Shrunk Max Sharpe λ=0.50,10.0,1.760381465082944e-05
2020-07-01,Shrunk Max Sharpe λ=0.50,25.0,4.4009536627073607e-05
2020-07-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2020-07-01,Shrunk Max Sharpe λ=0.75,5.0,3.04274337692748e-05
2020-07-01,Shrunk Max Sharpe λ=0.75,10.0,6.08548675385496e-05
2020-07-01,Shrunk Max Sharpe λ=0.75,25.0,0.000152137168846374
2020-07-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2020-07-01,Turnover-Aware Max Sharpe γ=0.05,5.0,9.070934639596077e-06
2020-07-01,Turnover-Aware Max Sharpe γ=0.05,10.0,1.8141869279192154e-05
2020-07-01,Turnover-Aware Max Sharpe γ=0.05,25.0,4.5354673197980386e-05
2020-07-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2020-07-01,Turnover-Aware Max Sharpe γ=0.10,5.0,5.570998927969299e-06
2020-07-01,Turnover-Aware Max Sharpe γ=0.10,10.0,1.1141997855938599e-05
2020-07-01,Turnover-Aware Max Sharpe γ=0.10,25.0,2.7854994639846497e-05
2020-07-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2020-07-01,Turnover-Aware Max Sharpe γ=0.25,5.0,1.177103599782292e-06
2020-07-01,Turnover-Aware Max Sharpe γ=0.25,10.0,2.354207199564584e-06
2020-07-01,Turnover-Aware Max Sharpe γ=0.25,25.0,5.88551799891146e-06
2020-07-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2020-07-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,7.073316035526199e-06
2020-07-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,1.4146632071052398e-05
2020-07-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,3.5366580177630995e-05
2020-09-01,Maximum Sharpe,0.0,0.0
2020-09-01,Maximum Sharpe,5.0,1.0283197324803752e-05
2020-09-01,Maximum Sharpe,10.0,2.0566394649607504e-05
2020-09-01,Maximum Sharpe,25.0,5.1415986624018766e-05
2020-09-01,Equal Weight,0.0,0.0
2020-09-01,Equal Weight,5.0,0.0
2020-09-01,Equal Weight,10.0,0.0
2020-09-01,Equal Weight,25.0,0.0
2020-09-01,Minimum Variance,0.0,0.0
2020-09-01,Minimum Variance,5.0,1.992663131679402e-05
2020-09-01,Minimum Variance,10.0,3.985326263358804e-05
2020-09-01,Minimum Variance,25.0,9.963315658397009e-05
2020-09-01,SPY,0.0,0.0
2020-09-01,SPY,5.0,0.0
2020-09-01,SPY,10.0,0.0
2020-09-01,SPY,25.0,0.0
2020-09-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2020-09-01,Shrunk Max Sharpe λ=0.25,5.0,6.501346337096084e-06
2020-09-01,Shrunk Max Sharpe λ=0.25,10.0,1.3002692674192168e-05
2020-09-01,Shrunk Max Sharpe λ=0.25,25.0,3.2506731685480416e-05
2020-09-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2020-09-01,Shrunk Max Sharpe λ=0.50,5.0,5.952125108129877e-06
2020-09-01,Shrunk Max Sharpe λ=0.50,10.0,1.1904250216259753e-05
2020-09-01,Shrunk Max Sharpe λ=0.50,25.0,2.9760625540649383e-05
2020-09-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2020-09-01,Shrunk Max Sharpe λ=0.75,5.0,3.099698881459856e-05
2020-09-01,Shrunk Max Sharpe λ=0.75,10.0,6.199397762919712e-05
2020-09-01,Shrunk Max Sharpe λ=0.75,25.0,0.00015498494407299281
2020-09-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2020-09-01,Turnover-Aware Max Sharpe γ=0.05,5.0,1.043711222711996e-05
2020-09-01,Turnover-Aware Max Sharpe γ=0.05,10.0,2.087422445423992e-05
2020-09-01,Turnover-Aware Max Sharpe γ=0.05,25.0,5.21855611355998e-05
2020-09-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2020-09-01,Turnover-Aware Max Sharpe γ=0.10,5.0,1.0621656722750728e-05
2020-09-01,Turnover-Aware Max Sharpe γ=0.10,10.0,2.1243313445501457e-05
2020-09-01,Turnover-Aware Max Sharpe γ=0.10,25.0,5.310828361375364e-05
2020-09-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2020-09-01,Turnover-Aware Max Sharpe γ=0.25,5.0,8.731770257114491e-06
2020-09-01,Turnover-Aware Max Sharpe γ=0.25,10.0,1.7463540514228982e-05
2020-09-01,Turnover-Aware Max Sharpe γ=0.25,25.0,4.365885128557246e-05
2020-09-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2020-09-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,2.8574250051678844e-06
2020-09-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,5.714850010335769e-06
2020-09-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,1.428712502583942e-05
2020-10-01,Maximum Sharpe,0.0,0.0
2020-10-01,Maximum Sharpe,5.0,1.1341666735755599e-05
2020-10-01,Maximum Sharpe,10.0,2.2683333471511197e-05
2020-10-01,Maximum Sharpe,25.0,5.6708333678777995e-05
2020-10-01,Equal Weight,0.0,0.0
2020-10-01,Equal Weight,5.0,0.0
2020-10-01,Equal Weight,10.0,0.0
2020-10-01,Equal Weight,25.0,0.0
2020-10-01,Minimum Variance,0.0,0.0
2020-10-01,Minimum Variance,5.0,9.786428763196044e-06
2020-10-01,Minimum Variance,10.0,1.9572857526392087e-05
2020-10-01,Minimum Variance,25.0,4.8932143815980214e-05
2020-10-01,SPY,0.0,0.0
2020-10-01,SPY,5.0,0.0
2020-10-01,SPY,10.0,0.0
2020-10-01,SPY,25.0,0.0
2020-10-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2020-10-01,Shrunk Max Sharpe λ=0.25,5.0,9.262059986221177e-06
2020-10-01,Shrunk Max Sharpe λ=0.25,10.0,1.8524119972442355e-05
2020-10-01,Shrunk Max Sharpe λ=0.25,25.0,4.631029993110589e-05
2020-10-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2020-10-01,Shrunk Max Sharpe λ=0.50,5.0,7.736147124163763e-06
2020-10-01,Shrunk Max Sharpe λ=0.50,10.0,1.5472294248327527e-05
2020-10-01,Shrunk Max Sharpe λ=0.50,25.0,3.868073562081882e-05
2020-10-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2020-10-01,Shrunk Max Sharpe λ=0.75,5.0,5.426063158025338e-06
2020-10-01,Shrunk Max Sharpe λ=0.75,10.0,1.0852126316050676e-05
2020-10-01,Shrunk Max Sharpe λ=0.75,25.0,2.713031579012669e-05
2020-10-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2020-10-01,Turnover-Aware Max Sharpe γ=0.05,5.0,7.956922978032664e-06
2020-10-01,Turnover-Aware Max Sharpe γ=0.05,10.0,1.591384595606533e-05
2020-10-01,Turnover-Aware Max Sharpe γ=0.05,25.0,3.978461489016332e-05
2020-10-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2020-10-01,Turnover-Aware Max Sharpe γ=0.10,5.0,6.665697615102141e-06
2020-10-01,Turnover-Aware Max Sharpe γ=0.10,10.0,1.3331395230204282e-05
2020-10-01,Turnover-Aware Max Sharpe γ=0.10,25.0,3.332848807551071e-05
2020-10-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2020-10-01,Turnover-Aware Max Sharpe γ=0.25,5.0,1.3959636862835503e-06
2020-10-01,Turnover-Aware Max Sharpe γ=0.25,10.0,2.7919273725671005e-06
2020-10-01,Turnover-Aware Max Sharpe γ=0.25,25.0,6.979818431417752e-06
2020-10-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2020-10-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,3.972104027903187e-06
2020-10-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,7.944208055806374e-06
2020-10-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,1.9860520139515934e-05
2020-12-01,Maximum Sharpe,0.0,0.0
2020-12-01,Maximum Sharpe,5.0,2.0837229090219746e-05
2020-12-01,Maximum Sharpe,10.0,4.167445818043949e-05
2020-12-01,Maximum Sharpe,25.0,0.00010418614545109874
2020-12-01,Equal Weight,0.0,0.0
2020-12-01,Equal Weight,5.0,0.0
2020-12-01,Equal Weight,10.0,0.0
2020-12-01,Equal Weight,25.0,0.0
2020-12-01,Minimum Variance,0.0,0.0
2020-12-01,Minimum Variance,5.0,1.53043201573265e-05
2020-12-01,Minimum Variance,10.0,3.0608640314653e-05
2020-12-01,Minimum Variance,25.0,7.65216007866325e-05
2020-12-01,SPY,0.0,0.0
2020-12-01,SPY,5.0,0.0
2020-12-01,SPY,10.0,0.0
2020-12-01,SPY,25.0,0.0
2020-12-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2020-12-01,Shrunk Max Sharpe λ=0.25,5.0,1.5107165373102207e-05
2020-12-01,Shrunk Max Sharpe λ=0.25,10.0,3.0214330746204414e-05
2020-12-01,Shrunk Max Sharpe λ=0.25,25.0,7.553582686551103e-05
2020-12-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2020-12-01,Shrunk Max Sharpe λ=0.50,5.0,4.612467899274276e-05
2020-12-01,Shrunk Max Sharpe λ=0.50,10.0,9.224935798548552e-05
2020-12-01,Shrunk Max Sharpe λ=0.50,25.0,0.00023062339496371378
2020-12-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2020-12-01,Shrunk Max Sharpe λ=0.75,5.0,4.823799170818865e-05
2020-12-01,Shrunk Max Sharpe λ=0.75,10.0,9.64759834163773e-05
2020-12-01,Shrunk Max Sharpe λ=0.75,25.0,0.00024118995854094323
2020-12-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2020-12-01,Turnover-Aware Max Sharpe γ=0.05,5.0,1.3902420384595107e-05
2020-12-01,Turnover-Aware Max Sharpe γ=0.05,10.0,2.7804840769190214e-05
2020-12-01,Turnover-Aware Max Sharpe γ=0.05,25.0,6.951210192297553e-05
2020-12-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2020-12-01,Turnover-Aware Max Sharpe γ=0.10,5.0,6.33285999224309e-06
2020-12-01,Turnover-Aware Max Sharpe γ=0.10,10.0,1.266571998448618e-05
2020-12-01,Turnover-Aware Max Sharpe γ=0.10,25.0,3.166429996121545e-05
2020-12-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2020-12-01,Turnover-Aware Max Sharpe γ=0.25,5.0,1.6536943121311976e-16
2020-12-01,Turnover-Aware Max Sharpe γ=0.25,10.0,3.307388624262395e-16
2020-12-01,Turnover-Aware Max Sharpe γ=0.25,25.0,8.268471560655989e-16
2020-12-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2020-12-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,1.5286133636227988e-05
2020-12-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,3.0572267272455976e-05
2020-12-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,7.643066818113993e-05
2021-02-01,Maximum Sharpe,0.0,0.0
2021-02-01,Maximum Sharpe,5.0,3.5493765252172755e-06
2021-02-01,Maximum Sharpe,10.0,7.098753050434551e-06
2021-02-01,Maximum Sharpe,25.0,1.7746882626086377e-05
2021-02-01,Equal Weight,0.0,0.0
2021-02-01,Equal Weight,5.0,0.0
2021-02-01,Equal Weight,10.0,0.0
2021-02-01,Equal Weight,25.0,0.0
2021-02-01,Minimum Variance,0.0,0.0
2021-02-01,Minimum Variance,5.0,8.692248834853199e-06
2021-02-01,Minimum Variance,10.0,1.7384497669706398e-05
2021-02-01,Minimum Variance,25.0,4.3461244174265994e-05
2021-02-01,SPY,0.0,0.0
2021-02-01,SPY,5.0,0.0
2021-02-01,SPY,10.0,0.0
2021-02-01,SPY,25.0,0.0
2021-02-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2021-02-01,Shrunk Max Sharpe λ=0.25,5.0,2.197861540462624e-06
2021-02-01,Shrunk Max Sharpe λ=0.25,10.0,4.395723080925248e-06
2021-02-01,Shrunk Max Sharpe λ=0.25,25.0,1.098930770231312e-05
2021-02-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2021-02-01,Shrunk Max Sharpe λ=0.50,5.0,1.1685959392449227e-05
2021-02-01,Shrunk Max Sharpe λ=0.50,10.0,2.3371918784898454e-05
2021-02-01,Shrunk Max Sharpe λ=0.50,25.0,5.8429796962246135e-05
2021-02-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2021-02-01,Shrunk Max Sharpe λ=0.75,5.0,1.129339263780655e-05
2021-02-01,Shrunk Max Sharpe λ=0.75,10.0,2.25867852756131e-05
2021-02-01,Shrunk Max Sharpe λ=0.75,25.0,5.646696318903275e-05
2021-02-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2021-02-01,Turnover-Aware Max Sharpe γ=0.05,5.0,5.065832173046333e-07
2021-02-01,Turnover-Aware Max Sharpe γ=0.05,10.0,1.0131664346092667e-06
2021-02-01,Turnover-Aware Max Sharpe γ=0.05,25.0,2.5329160865231666e-06
2021-02-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2021-02-01,Turnover-Aware Max Sharpe γ=0.10,5.0,4.179976163119152e-07
2021-02-01,Turnover-Aware Max Sharpe γ=0.10,10.0,8.359952326238304e-07
2021-02-01,Turnover-Aware Max Sharpe γ=0.10,25.0,2.089988081559576e-06
2021-02-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2021-02-01,Turnover-Aware Max Sharpe γ=0.25,5.0,1.065467158944955e-16
2021-02-01,Turnover-Aware Max Sharpe γ=0.25,10.0,2.13093431788991e-16
2021-02-01,Turnover-Aware Max Sharpe γ=0.25,25.0,5.327335794724775e-16
2021-02-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2021-02-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,9.74908285636918e-06
2021-02-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,1.949816571273836e-05
2021-02-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,4.87454142818459e-05
2021-03-01,Maximum Sharpe,0.0,0.0
2021-03-01,Maximum Sharpe,5.0,1.180702608982841e-05
2021-03-01,Maximum Sharpe,10.0,2.361405217965682e-05
2021-03-01,Maximum Sharpe,25.0,5.9035130449142055e-05
2021-03-01,Equal Weight,0.0,0.0
2021-03-01,Equal Weight,5.0,0.0
2021-03-01,Equal Weight,10.0,0.0
2021-03-01,Equal Weight,25.0,0.0
2021-03-01,Minimum Variance,0.0,0.0
2021-03-01,Minimum Variance,5.0,8.888824194875199e-06
2021-03-01,Minimum Variance,10.0,1.7777648389750398e-05
2021-03-01,Minimum Variance,25.0,4.4444120974376e-05
2021-03-01,SPY,0.0,0.0
2021-03-01,SPY,5.0,0.0
2021-03-01,SPY,10.0,0.0
2021-03-01,SPY,25.0,0.0
2021-03-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2021-03-01,Shrunk Max Sharpe λ=0.25,5.0,1.6891126545746126e-05
2021-03-01,Shrunk Max Sharpe λ=0.25,10.0,3.378225309149225e-05
2021-03-01,Shrunk Max Sharpe λ=0.25,25.0,8.445563272873062e-05
2021-03-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2021-03-01,Shrunk Max Sharpe λ=0.50,5.0,1.782790288423747e-05
2021-03-01,Shrunk Max Sharpe λ=0.50,10.0,3.565580576847494e-05
2021-03-01,Shrunk Max Sharpe λ=0.50,25.0,8.913951442118736e-05
2021-03-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2021-03-01,Shrunk Max Sharpe λ=0.75,5.0,4.691127733384749e-05
2021-03-01,Shrunk Max Sharpe λ=0.75,10.0,9.382255466769498e-05
2021-03-01,Shrunk Max Sharpe λ=0.75,25.0,0.00023455638666923742
2021-03-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2021-03-01,Turnover-Aware Max Sharpe γ=0.05,5.0,1.0061631622936115e-05
2021-03-01,Turnover-Aware Max Sharpe γ=0.05,10.0,2.012326324587223e-05
2021-03-01,Turnover-Aware Max Sharpe γ=0.05,25.0,5.0308158114680576e-05
2021-03-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2021-03-01,Turnover-Aware Max Sharpe γ=0.10,5.0,1.02263926580892e-05
2021-03-01,Turnover-Aware Max Sharpe γ=0.10,10.0,2.04527853161784e-05
2021-03-01,Turnover-Aware Max Sharpe γ=0.10,25.0,5.1131963290446e-05
2021-03-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2021-03-01,Turnover-Aware Max Sharpe γ=0.25,5.0,5.537873457960611e-06
2021-03-01,Turnover-Aware Max Sharpe γ=0.25,10.0,1.1075746915921223e-05
2021-03-01,Turnover-Aware Max Sharpe γ=0.25,25.0,2.7689367289803056e-05
2021-03-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2021-03-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,1.9900394563039714e-05
2021-03-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,3.980078912607943e-05
2021-03-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,9.950197281519858e-05
2021-04-01,Maximum Sharpe,0.0,0.0
2021-04-01,Maximum Sharpe,5.0,2.973612896345165e-05
2021-04-01,Maximum Sharpe,10.0,5.94722579269033e-05
2021-04-01,Maximum Sharpe,25.0,0.00014868064481725826
2021-04-01,Equal Weight,0.0,0.0
2021-04-01,Equal Weight,5.0,0.0
2021-04-01,Equal Weight,10.0,0.0
2021-04-01,Equal Weight,25.0,0.0
2021-04-01,Minimum Variance,0.0,0.0
2021-04-01,Minimum Variance,5.0,6.792706368682063e-06
2021-04-01,Minimum Variance,10.0,1.3585412737364125e-05
2021-04-01,Minimum Variance,25.0,3.3963531843410315e-05
2021-04-01,SPY,0.0,0.0
2021-04-01,SPY,5.0,0.0
2021-04-01,SPY,10.0,0.0
2021-04-01,SPY,25.0,0.0
2021-04-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2021-04-01,Shrunk Max Sharpe λ=0.25,5.0,3.9887016745031874e-05
2021-04-01,Shrunk Max Sharpe λ=0.25,10.0,7.977403349006375e-05
2021-04-01,Shrunk Max Sharpe λ=0.25,25.0,0.00019943508372515938
2021-04-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2021-04-01,Shrunk Max Sharpe λ=0.50,5.0,5.531339979565056e-05
2021-04-01,Shrunk Max Sharpe λ=0.50,10.0,0.00011062679959130112
2021-04-01,Shrunk Max Sharpe λ=0.50,25.0,0.0002765669989782528
2021-04-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2021-04-01,Shrunk Max Sharpe λ=0.75,5.0,1.7114474302342396e-05
2021-04-01,Shrunk Max Sharpe λ=0.75,10.0,3.422894860468479e-05
2021-04-01,Shrunk Max Sharpe λ=0.75,25.0,8.557237151171198e-05
2021-04-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2021-04-01,Turnover-Aware Max Sharpe γ=0.05,5.0,1.7120512484990865e-05
2021-04-01,Turnover-Aware Max Sharpe γ=0.05,10.0,3.424102496998173e-05
2021-04-01,Turnover-Aware Max Sharpe γ=0.05,25.0,8.560256242495432e-05
2021-04-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2021-04-01,Turnover-Aware Max Sharpe γ=0.10,5.0,1.1227168914238478e-05
2021-04-01,Turnover-Aware Max Sharpe γ=0.10,10.0,2.2454337828476957e-05
2021-04-01,Turnover-Aware Max Sharpe γ=0.10,25.0,5.613584457119239e-05
2021-04-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2021-04-01,Turnover-Aware Max Sharpe γ=0.25,5.0,8.626029438071235e-06
2021-04-01,Turnover-Aware Max Sharpe γ=0.25,10.0,1.725205887614247e-05
2021-04-01,Turnover-Aware Max Sharpe γ=0.25,25.0,4.313014719035617e-05
2021-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2021-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,1.6525974348436947e-05
2021-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,3.305194869687389e-05
2021-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,8.262987174218473e-05
2021-06-01,Maximum Sharpe,0.0,0.0
2021-06-01,Maximum Sharpe,5.0,5.039203573199088e-05
2021-06-01,Maximum Sharpe,10.0,0.00010078407146398176
2021-06-01,Maximum Sharpe,25.0,0.0002519601786599544
2021-06-01,Equal Weight,0.0,0.0
2021-06-01,Equal Weight,5.0,0.0
2021-06-01,Equal Weight,10.0,0.0
2021-06-01,Equal Weight,25.0,0.0
2021-06-01,Minimum Variance,0.0,0.0
2021-06-01,Minimum Variance,5.0,9.10754355148982e-06
2021-06-01,Minimum Variance,10.0,1.821508710297964e-05
2021-06-01,Minimum Variance,25.0,4.55377177574491e-05
2021-06-01,SPY,0.0,0.0
2021-06-01,SPY,5.0,0.0
2021-06-01,SPY,10.0,0.0
2021-06-01,SPY,25.0,0.0
2021-06-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2021-06-01,Shrunk Max Sharpe λ=0.25,5.0,8.331363228573437e-05
2021-06-01,Shrunk Max Sharpe λ=0.25,10.0,0.00016662726457146874
2021-06-01,Shrunk Max Sharpe λ=0.25,25.0,0.00041656816142867184
2021-06-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2021-06-01,Shrunk Max Sharpe λ=0.50,5.0,5.711113111196578e-05
2021-06-01,Shrunk Max Sharpe λ=0.50,10.0,0.00011422226222393157
2021-06-01,Shrunk Max Sharpe λ=0.50,25.0,0.0002855556555598289
2021-06-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2021-06-01,Shrunk Max Sharpe λ=0.75,5.0,1.2640685421568352e-05
2021-06-01,Shrunk Max Sharpe λ=0.75,10.0,2.5281370843136704e-05
2021-06-01,Shrunk Max Sharpe λ=0.75,25.0,6.320342710784175e-05
2021-06-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2021-06-01,Turnover-Aware Max Sharpe γ=0.05,5.0,4.854512611450917e-05
2021-06-01,Turnover-Aware Max Sharpe γ=0.05,10.0,9.709025222901835e-05
2021-06-01,Turnover-Aware Max Sharpe γ=0.05,25.0,0.00024272563057254587
2021-06-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2021-06-01,Turnover-Aware Max Sharpe γ=0.10,5.0,4.383618564297087e-05
2021-06-01,Turnover-Aware Max Sharpe γ=0.10,10.0,8.767237128594174e-05
2021-06-01,Turnover-Aware Max Sharpe γ=0.10,25.0,0.00021918092821485437
2021-06-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2021-06-01,Turnover-Aware Max Sharpe γ=0.25,5.0,1.8122381676048768e-05
2021-06-01,Turnover-Aware Max Sharpe γ=0.25,10.0,3.6244763352097537e-05
2021-06-01,Turnover-Aware Max Sharpe γ=0.25,25.0,9.061190838024384e-05
2021-06-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2021-06-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,7.751077372970797e-05
2021-06-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,0.00015502154745941594
2021-06-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,0.0003875538686485398
2021-07-01,Maximum Sharpe,0.0,0.0
2021-07-01,Maximum Sharpe,5.0,3.074428780985363e-05
2021-07-01,Maximum Sharpe,10.0,6.148857561970726e-05
2021-07-01,Maximum Sharpe,25.0,0.00015372143904926816
2021-07-01,Equal Weight,0.0,0.0
2021-07-01,Equal Weight,5.0,0.0
2021-07-01,Equal Weight,10.0,0.0
2021-07-01,Equal Weight,25.0,0.0
2021-07-01,Minimum Variance,0.0,0.0
2021-07-01,Minimum Variance,5.0,2.886284117520593e-06
2021-07-01,Minimum Variance,10.0,5.772568235041186e-06
2021-07-01,Minimum Variance,25.0,1.4431420587602964e-05
2021-07-01,SPY,0.0,0.0
2021-07-01,SPY,5.0,0.0
2021-07-01,SPY,10.0,0.0
2021-07-01,SPY,25.0,0.0
2021-07-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2021-07-01,Shrunk Max Sharpe λ=0.25,5.0,4.716005524228577e-05
2021-07-01,Shrunk Max Sharpe λ=0.25,10.0,9.432011048457154e-05
2021-07-01,Shrunk Max Sharpe λ=0.25,25.0,0.00023580027621142885
2021-07-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2021-07-01,Shrunk Max Sharpe λ=0.50,5.0,2.730613720493179e-05
2021-07-01,Shrunk Max Sharpe λ=0.50,10.0,5.461227440986358e-05
2021-07-01,Shrunk Max Sharpe λ=0.50,25.0,0.00013653068602465895
2021-07-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2021-07-01,Shrunk Max Sharpe λ=0.75,5.0,7.694546657831289e-06
2021-07-01,Shrunk Max Sharpe λ=0.75,10.0,1.5389093315662578e-05
2021-07-01,Shrunk Max Sharpe λ=0.75,25.0,3.847273328915645e-05
2021-07-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2021-07-01,Turnover-Aware Max Sharpe γ=0.05,5.0,1.76195435049563e-05
2021-07-01,Turnover-Aware Max Sharpe γ=0.05,10.0,3.52390870099126e-05
2021-07-01,Turnover-Aware Max Sharpe γ=0.05,25.0,8.80977175247815e-05
2021-07-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2021-07-01,Turnover-Aware Max Sharpe γ=0.10,5.0,7.737152317097075e-06
2021-07-01,Turnover-Aware Max Sharpe γ=0.10,10.0,1.547430463419415e-05
2021-07-01,Turnover-Aware Max Sharpe γ=0.10,25.0,3.868576158548538e-05
2021-07-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2021-07-01,Turnover-Aware Max Sharpe γ=0.25,5.0,1.4193053470782508e-19
2021-07-01,Turnover-Aware Max Sharpe γ=0.25,10.0,2.8386106941565017e-19
