date,strategy,rolling_12m_return,rolling_12m_volatility,rolling_12m_sharpe
2026-01-30,Equal Weight,0.21971178719351037,0.11512060669275327,1.7348048531964697
2026-02-02,Equal Weight,0.2065625994221143,0.11491704113794994,1.623454603205097
2026-02-03,Equal Weight,0.21840237015048203,0.11485567989732975,1.7274058220528163
2026-02-04,Equal Weight,0.21844385571210245,0.11485450239067493,1.7277847326968538
2026-02-05,Equal Weight,0.20022384451490627,0.11488975047803401,1.568667733762409
2026-02-06,Equal Weight,0.21175309454718994,0.11587426577665337,1.6548376230214252
2026-02-09,Equal Weight,0.21891145127460887,0.11603969958539247,1.714167237465415
2026-02-10,Equal Weight,0.2281070534507481,0.11584411895680859,1.7964403832044242
2026-02-11,Equal Weight,0.22337722381145753,0.1157498861378525,1.7570403790224478
2026-02-12,Equal Weight,0.21482116679114172,0.1161133787046574,1.6778528793540937
2026-02-13,Equal Weight,0.22821051665154024,0.11620853555644498,1.7916972764053802
2026-02-17,Equal Weight,0.21253927300780528,0.1158312384730508,1.6622396129572707
2026-02-18,Equal Weight,0.21495237610264706,0.11584599464659182,1.6828581488499703
2026-02-19,Equal Weight,0.21131682821072495,0.11584316036859327,1.6515159600444886
2026-02-20,Equal Weight,0.2207264635398598,0.11599678741439211,1.730448472014795
2026-02-23,Equal Weight,0.21743846406569078,0.11602539362506015,1.701683208278695
2026-02-24,Equal Weight,0.2298708697256049,0.11582717442209338,1.8119311877608335
2026-02-25,Equal Weight,0.23783341639730526,0.11583349358771793,1.880573654910488
2026-02-26,Equal Weight,0.2353438622532582,0.11583088603283395,1.8591229820362063
2026-02-27,Equal Weight,0.2318923991601647,0.11582857516327696,1.8293620452593156
2026-03-02,Equal Weight,0.24229547727277834,0.11524532642351619,1.9288893022512905
2026-03-03,Equal Weight,0.21433329956869462,0.11655464457193229,1.6673149344019564
2026-03-04,Equal Weight,0.22599131200510136,0.11659153677556208,1.7667775698130925
2026-03-05,Equal Weight,0.2177193487869109,0.11706178916259635,1.6890169730131401
2026-03-06,Equal Weight,0.19936969458565112,0.11705944644912462,1.5322957695994852
2026-03-09,Equal Weight,0.22276050639430567,0.11662302761380244,1.7385975183713098
2026-03-10,Equal Weight,0.2179637024362282,0.11660871430200356,1.697675029016479
2026-03-11,Equal Weight,0.2294659774050256,0.11582627903621769,1.8084495085914636
2026-03-12,Equal Weight,0.21523106395716507,0.11671500220334653,1.672716105655587
2026-03-13,Equal Weight,0.20664745387439476,0.11685431462623275,1.5972662581728418
2026-03-16,Equal Weight,0.22420158604613527,0.11712065983666865,1.7435146483199964
2026-03-17,Equal Weight,0.21429380432459055,0.11664412602684492,1.6656972874902853
2026-03-18,Equal Weight,0.18674639070387955,0.1173600036505157,1.4208110558724139
2026-03-19,Equal Weight,0.18628243142410028,0.1173732531274097,1.4166978165255353
2026-03-20,Equal Weight,0.15259010946996643,0.11942717871646569,1.1102172126560161
2026-03-23,Equal Weight,0.16769399250207018,0.11972972056677059,1.23356165706329
2026-03-24,Equal Weight,0.1677164647216851,0.11972896122905023,1.2337571729123478
2026-03-25,Equal Weight,0.17270954279358208,0.11999797715309618,1.2726009755877112
2026-03-26,Equal Weight,0.15184194113964455,0.12139398083279555,1.0860665432929473
2026-03-27,Equal Weight,0.15421133496630124,0.12128392405322634,1.1065880001326607
2026-03-30,Equal Weight,0.15418857860847335,0.12128402509458845,1.106399449588029
2026-03-31,Equal Weight,0.18770514673154892,0.12312088450068767,1.36211778701616
2026-04-01,Equal Weight,0.19240452536058594,0.12325812977714355,1.3987274159708685
2026-04-02,Equal Weight,0.18869670783924453,0.12324019879254382,1.3688448208625488
2026-04-06,Equal Weight,0.18618803204337775,0.12319838336476775,1.3489465324502317
2026-04-07,Equal Weight,0.2170497025464897,0.1207919970198724,1.6313142212068203
2026-04-08,Equal Weight,0.28678217367707504,0.11736049133760912,2.2731855553469593
2026-04-09,Equal Weight,0.31356355055474805,0.11581983070729301,2.5346570510594155
2026-04-10,Equal Weight,0.33144039182688956,0.11488863620491772,2.71080240931225
2026-04-13,Equal Weight,0.26662070710392527,0.10025305059082881,2.4599820718720977
2026-04-14,Equal Weight,0.3092832304669082,0.0982536034959418,2.9442505941154264
2026-04-15,Equal Weight,0.2919502578025306,0.09742079092141692,2.791501231209417
2026-04-16,Equal Weight,0.2819127522638136,0.09713735487428352,2.696313406956414
2026-04-17,Equal Weight,0.2947210656045376,0.09783534592143052,2.807994012973187
2026-04-20,Equal Weight,0.2966151474165357,0.09778347064684544,2.8288538501109084
2026-04-21,Equal Weight,0.2781919354256275,0.09859921657570207,2.6186002728266504
2026-04-22,Equal Weight,0.2992622118531685,0.09815843384835493,2.8450149508762634
2026-04-23,Equal Weight,0.27742706965851305,0.09759037503583441,2.6378325686727595
2026-04-24,Equal Weight,0.27801160080231924,0.09761594654156915,2.643129631411673
2026-04-27,Equal Weight,0.25743259858419276,0.09681776206815641,2.452366110435896
2026-04-28,Equal Weight,0.24804936167045089,0.09698431041677989,2.3514046827825315
2026-04-29,Equal Weight,0.23586251908388944,0.09710604118000395,2.222956640604352
2026-04-30,Equal Weight,0.24625173431478053,0.0976864442126571,2.3161016468389932
2026-05-01,Equal Weight,0.25111981552898444,0.09764891687563323,2.3668446402057
2026-05-04,Equal Weight,0.24385478087847767,0.09791978755267651,2.2861036208647176
2026-05-05,Equal Weight,0.24383639726143747,0.09791848606218012,2.2859462626831983
2026-05-06,Equal Weight,0.2639386272621467,0.09924479071249027,2.4579489312323797
2026-05-07,Equal Weight,0.2558722571176477,0.09954712458791853,2.369453242311674
2026-05-08,Equal Weight,0.268020050613047,0.09984396277277345,2.4840765903642583
2026-05-11,Equal Weight,0.26963375984004156,0.09982002941437738,2.500838371863734
2026-05-12,Equal Weight,0.25734917473394026,0.10015435457762902,2.369833800386307
2026-05-13,Equal Weight,0.24890518371955217,0.09979006937705062,2.2938673672492205
2026-05-14,Equal Weight,0.24774817243026837,0.09978778195491358,2.282325230288917
2026-05-15,Equal Weight,0.23216572765368237,0.10122882543395466,2.095902296052096
2026-05-18,Equal Weight,0.22337399249018453,0.10097594845751405,2.0140835079727406
2026-05-19,Equal Weight,0.21158752497771816,0.10126834058435681,1.8918797708364266
2026-05-20,Equal Weight,0.2261350881774733,0.10211627171367177,2.0186311615005335
2026-05-21,Equal Weight,0.23046977726331264,0.10214640394507805,2.0604717262144416
2026-05-22,Equal Weight,0.2474697511727204,0.10130917662874178,2.2453025356854637
2026-05-26,Equal Weight,0.2613963077569432,0.10181327661613199,2.37097081814863
2026-05-27,Equal Weight,0.2573531155121078,0.1018478192211406,2.3304683136783386
2026-05-28,Equal Weight,0.24862148539454254,0.10139529356039846,2.2547544108480624
2026-05-29,Equal Weight,0.25555810155823955,0.1012248225714164,2.327078433672215
2026-06-01,Equal Weight,0.24803633730664698,0.10116128030446614,2.2541859555387567
2026-06-02,Equal Weight,0.25525763805571633,0.10117318208297109,2.3252964195866053
2026-06-03,Equal Weight,0.24130959099581606,0.10137057602376824,2.1831738525775553
2026-06-04,Equal Weight,0.24512455107898679,0.1014251076033681,2.2196136282088688
2026-06-05,Equal Weight,0.20761522089099382,0.10447081817060525,1.7958624635695901
2026-06-08,Equal Weight,0.2137780795232338,0.1044662421372097,1.8549349106357127
2026-06-09,Equal Weight,0.21389879041822568,0.10446626588253706,1.856089990200736
2026-06-10,Equal Weight,0.1952906827234684,0.1052740818233635,1.6650886874281539
2026-06-11,Equal Weight,0.21571748229089738,0.10723662188804381,1.8250992883310755
2026-06-12,Equal Weight,0.2194704836960979,0.10726542709109758,1.859597161037667
2026-06-15,Equal Weight,0.22737406904211355,0.10772303533894513,1.9250670795677214
2026-06-16,Equal Weight,0.23402191615874646,0.10738081028142475,1.9931113911120208
2026-06-17,Equal Weight,0.21999319198834977,0.10783031826787401,1.8547027886120404
2026-06-18,Equal Weight,0.2368218979562462,0.10813126975406719,2.0051729573636194
2026-06-22,Equal Weight,0.23597882543480808,0.10813406771310691,1.9973245250315257
2026-06-23,Equal Weight,0.22218712699928056,0.109048120901963,1.8541092256055642
2026-06-24,Equal Weight,0.21227982927310562,0.10884816745821896,1.766495787326063
2026-06-25,Equal Weight,0.20859993241161745,0.10868882566580612,1.7352283572510034
2026-06-26,Equal Weight,0.21195899216189185,0.10861803161169786,1.767284762148262
2026-06-29,Equal Weight,0.20880177943752898,0.10851965761693975,1.7397933571074713
2026-06-30,Equal Weight,0.21123975591476118,0.108500697966951,1.7625670571539758
2026-07-01,Equal Weight,0.19772273841813193,0.10860019699705767,1.6364863354985169
2026-07-02,Equal Weight,0.19680760506810557,0.10859413117213715,1.6281506482872483
2026-07-06,Equal Weight,0.20126958467937217,0.10874307683991036,1.6669528759631667
2026-07-07,Equal Weight,0.18826642015016137,0.10922500208276298,1.5405485643539836
2026-07-08,Equal Weight,0.19325042211258592,0.10896532168210854,1.5899592589468088
2026-07-09,Equal Weight,0.20108247644212174,0.10913725052565022,1.6592178707998735
2026-07-10,Equal Weight,0.1949154222924694,0.10902696641010665,1.6043317360085236
2026-07-13,Equal Weight,0.17893061785968856,0.10972370795015847,1.4484619671427996
2026-07-14,Equal Weight,0.19172638718699986,0.10972168175405504,1.5651089597034298
2026-07-15,Equal Weight,0.19270891975851545,0.10972970718492413,1.573948606893249
2026-07-16,Equal Weight,0.19379194315404868,0.10967823637849344,1.584561795416754
2026-07-17,Equal Weight,0.1845489184469451,0.10969657239713705,1.500037009827662
2026-07-20,Equal Weight,0.17677773084486392,0.10972978131286872,1.4287619000884457
2026-07-21,Equal Weight,0.18841962936446,0.11008718081729685,1.529875032806708
2026-07-22,Equal Weight,0.18016518078353383,0.11003121783211584,1.4556339913270044
2026-07-23,Equal Weight,0.16412593607475512,0.11037310865673278,1.3058066210945978
2026-07-24,Equal Weight,0.1589013926689582,0.11031789378545026,1.259101202014408
2026-07-27,Equal Weight,0.1666945387138239,0.11024955380519319,1.330568094389095
2026-07-28,Equal Weight,0.16288678517611,0.11029065728805452,1.2955474986691002
2026-07-29,Equal Weight,0.15725321651116664,0.11066055642160738,1.2403083894521862
2026-07-30,Equal Weight,0.169056911482381,0.11141629593002877,1.337837613772326
2026-07-31,Equal Weight,0.17407340819786077,0.11122971913316505,1.385182030473375
2026-08-03,Equal Weight,0.18678455849072373,0.11128866966736971,1.498666117487301
2026-08-04,Equal Weight,0.2041937580016211,0.11197159519717995,1.6450043216519266
2026-08-05,Equal Weight,0.1948637058164573,0.11158513712790871,1.5670877889051937
2026-08-06,Equal Weight,0.1891168182718086,0.11170129900808394,1.5140094141570317
2026-08-07,Equal Weight,0.19738677325913145,0.111958271536711,1.5844007845455754
2026-08-10,Equal Weight,0.18941052560761729,0.1120548172504978,1.5118540172074992
2026-08-11,Equal Weight,0.1878438886549072,0.11206351075949632,1.4977568301882247
2026-08-12,Equal Weight,0.1980897033515241,0.11210633788770596,1.588578368601354
2026-08-13,Equal Weight,0.19338066743878302,0.11192683249687284,1.5490536413029214
2026-08-14,Equal Weight,0.1844713015469941,0.111749787207085,1.4717817873085535
2026-08-17,Equal Weight,0.18915569657456532,0.11160592617138297,1.5156515641903143
2026-08-18,Equal Weight,0.1793162247586384,0.11202819460928481,1.4221082943831926
2026-08-19,Equal Weight,0.19174721316449173,0.11238367953867148,1.528222014704485
2026-08-20,Equal Weight,0.18878948063484602,0.1124559892349524,1.5009381161744708
2026-08-21,Equal Weight,0.19302619976879698,0.11251267369239158,1.537837419470172
2026-08-24,Equal Weight,0.19553186533267786,0.11245731072480836,1.5608755375825922
2026-08-25,Equal Weight,0.18491510984419235,0.11162002663777787,1.4774688271609562
2026-08-26,Equal Weight,0.1872169528020835,0.11153354593659147,1.499252546827023
2018-02-01,Minimum Variance,,,
2018-02-02,Minimum Variance,,,
2018-02-05,Minimum Variance,,,
2018-02-06,Minimum Variance,,,
2018-02-07,Minimum Variance,,,
2018-02-08,Minimum Variance,,,
2018-02-09,Minimum Variance,,,
2018-02-12,Minimum Variance,,,
2018-02-13,Minimum Variance,,,
2018-02-14,Minimum Variance,,,
2018-02-15,Minimum Variance,,,
2018-02-16,Minimum Variance,,,
2018-02-20,Minimum Variance,,,
2018-02-21,Minimum Variance,,,
2018-02-22,Minimum Variance,,,
2018-02-23,Minimum Variance,,,
2018-02-26,Minimum Variance,,,
2018-02-27,Minimum Variance,,,
2018-02-28,Minimum Variance,,,
2018-03-01,Minimum Variance,,,
2018-03-02,Minimum Variance,,,
2018-03-05,Minimum Variance,,,
2018-03-06,Minimum Variance,,,
2018-03-07,Minimum Variance,,,
2018-03-08,Minimum Variance,,,
2018-03-09,Minimum Variance,,,
2018-03-12,Minimum Variance,,,
2018-03-13,Minimum Variance,,,
2018-03-14,Minimum Variance,,,
2018-03-15,Minimum Variance,,,
2018-03-16,Minimum Variance,,,
2018-03-19,Minimum Variance,,,
2018-03-20,Minimum Variance,,,
2018-03-21,Minimum Variance,,,
2018-03-22,Minimum Variance,,,
2018-03-23,Minimum Variance,,,
2018-03-26,Minimum Variance,,,
2018-03-27,Minimum Variance,,,
2018-03-28,Minimum Variance,,,
2018-03-29,Minimum Variance,,,
2018-04-02,Minimum Variance,,,
2018-04-03,Minimum Variance,,,
2018-04-04,Minimum Variance,,,
2018-04-05,Minimum Variance,,,
2018-04-06,Minimum Variance,,,
2018-04-09,Minimum Variance,,,
2018-04-10,Minimum Variance,,,
2018-04-11,Minimum Variance,,,
2018-04-12,Minimum Variance,,,
2018-04-13,Minimum Variance,,,
2018-04-16,Minimum Variance,,,
2018-04-17,Minimum Variance,,,
2018-04-18,Minimum Variance,,,
2018-04-19,Minimum Variance,,,
2018-04-20,Minimum Variance,,,
2018-04-23,Minimum Variance,,,
2018-04-24,Minimum Variance,,,
2018-04-25,Minimum Variance,,,
2018-04-26,Minimum Variance,,,
2018-04-27,Minimum Variance,,,
2018-04-30,Minimum Variance,,,
2018-05-01,Minimum Variance,,,
2018-05-02,Minimum Variance,,,
2018-05-03,Minimum Variance,,,
2018-05-04,Minimum Variance,,,
2018-05-07,Minimum Variance,,,
2018-05-08,Minimum Variance,,,
2018-05-09,Minimum Variance,,,
2018-05-10,Minimum Variance,,,
2018-05-11,Minimum Variance,,,
2018-05-14,Minimum Variance,,,
2018-05-15,Minimum Variance,,,
2018-05-16,Minimum Variance,,,
2018-05-17,Minimum Variance,,,
2018-05-18,Minimum Variance,,,
2018-05-21,Minimum Variance,,,
2018-05-22,Minimum Variance,,,
2018-05-23,Minimum Variance,,,
2018-05-24,Minimum Variance,,,
2018-05-25,Minimum Variance,,,
2018-05-29,Minimum Variance,,,
2018-05-30,Minimum Variance,,,
2018-05-31,Minimum Variance,,,
2018-06-01,Minimum Variance,,,
2018-06-04,Minimum Variance,,,
2018-06-05,Minimum Variance,,,
2018-06-06,Minimum Variance,,,
2018-06-07,Minimum Variance,,,
2018-06-08,Minimum Variance,,,
2018-06-11,Minimum Variance,,,
2018-06-12,Minimum Variance,,,
2018-06-13,Minimum Variance,,,
2018-06-14,Minimum Variance,,,
2018-06-15,Minimum Variance,,,
2018-06-18,Minimum Variance,,,
2018-06-19,Minimum Variance,,,
2018-06-20,Minimum Variance,,,
2018-06-21,Minimum Variance,,,
2018-06-22,Minimum Variance,,,
2018-06-25,Minimum Variance,,,
2018-06-26,Minimum Variance,,,
2018-06-27,Minimum Variance,,,
2018-06-28,Minimum Variance,,,
2018-06-29,Minimum Variance,,,
2018-07-02,Minimum Variance,,,
2018-07-03,Minimum Variance,,,
2018-07-05,Minimum Variance,,,
2018-07-06,Minimum Variance,,,
2018-07-09,Minimum Variance,,,
2018-07-10,Minimum Variance,,,
2018-07-11,Minimum Variance,,,
2018-07-12,Minimum Variance,,,
2018-07-13,Minimum Variance,,,
2018-07-16,Minimum Variance,,,
2018-07-17,Minimum Variance,,,
2018-07-18,Minimum Variance,,,
2018-07-19,Minimum Variance,,,
2018-07-20,Minimum Variance,,,
2018-07-23,Minimum Variance,,,
2018-07-24,Minimum Variance,,,
2018-07-25,Minimum Variance,,,
2018-07-26,Minimum Variance,,,
2018-07-27,Minimum Variance,,,
2018-07-30,Minimum Variance,,,
2018-07-31,Minimum Variance,,,
2018-08-01,Minimum Variance,,,
2018-08-02,Minimum Variance,,,
2018-08-03,Minimum Variance,,,
2018-08-06,Minimum Variance,,,
2018-08-07,Minimum Variance,,,
2018-08-08,Minimum Variance,,,
2018-08-09,Minimum Variance,,,
2018-08-10,Minimum Variance,,,
2018-08-13,Minimum Variance,,,
2018-08-14,Minimum Variance,,,
2018-08-15,Minimum Variance,,,
2018-08-16,Minimum Variance,,,
2018-08-17,Minimum Variance,,,
2018-08-20,Minimum Variance,,,
2018-08-21,Minimum Variance,,,
2018-08-22,Minimum Variance,,,
2018-08-23,Minimum Variance,,,
2018-08-24,Minimum Variance,,,
2018-08-27,Minimum Variance,,,
2018-08-28,Minimum Variance,,,
2018-08-29,Minimum Variance,,,
2018-08-30,Minimum Variance,,,
2018-08-31,Minimum Variance,,,
2018-09-04,Minimum Variance,,,
2018-09-05,Minimum Variance,,,
2018-09-06,Minimum Variance,,,
2018-09-07,Minimum Variance,,,
2018-09-10,Minimum Variance,,,
2018-09-11,Minimum Variance,,,
2018-09-12,Minimum Variance,,,
2018-09-13,Minimum Variance,,,
2018-09-14,Minimum Variance,,,
2018-09-17,Minimum Variance,,,
2018-09-18,Minimum Variance,,,
2018-09-19,Minimum Variance,,,
2018-09-20,Minimum Variance,,,
2018-09-21,Minimum Variance,,,
2018-09-24,Minimum Variance,,,
2018-09-25,Minimum Variance,,,
2018-09-26,Minimum Variance,,,
2018-09-27,Minimum Variance,,,
2018-09-28,Minimum Variance,,,
2018-10-01,Minimum Variance,,,
2018-10-02,Minimum Variance,,,
2018-10-03,Minimum Variance,,,
2018-10-04,Minimum Variance,,,
2018-10-05,Minimum Variance,,,
2018-10-08,Minimum Variance,,,
2018-10-09,Minimum Variance,,,
2018-10-10,Minimum Variance,,,
2018-10-11,Minimum Variance,,,
2018-10-12,Minimum Variance,,,
2018-10-15,Minimum Variance,,,
2018-10-16,Minimum Variance,,,
2018-10-17,Minimum Variance,,,
2018-10-18,Minimum Variance,,,
2018-10-19,Minimum Variance,,,
2018-10-22,Minimum Variance,,,
2018-10-23,Minimum Variance,,,
2018-10-24,Minimum Variance,,,
2018-10-25,Minimum Variance,,,
2018-10-26,Minimum Variance,,,
2018-10-29,Minimum Variance,,,
2018-10-30,Minimum Variance,,,
2018-10-31,Minimum Variance,,,
2018-11-01,Minimum Variance,,,
2018-11-02,Minimum Variance,,,
2018-11-05,Minimum Variance,,,
2018-11-06,Minimum Variance,,,
2018-11-07,Minimum Variance,,,
2018-11-08,Minimum Variance,,,
2018-11-09,Minimum Variance,,,
2018-11-12,Minimum Variance,,,
2018-11-13,Minimum Variance,,,
2018-11-14,Minimum Variance,,,
2018-11-15,Minimum Variance,,,
2018-11-16,Minimum Variance,,,
2018-11-19,Minimum Variance,,,
2018-11-20,Minimum Variance,,,
2018-11-21,Minimum Variance,,,
2018-11-23,Minimum Variance,,,
2018-11-26,Minimum Variance,,,
2018-11-27,Minimum Variance,,,
2018-11-28,Minimum Variance,,,
2018-11-29,Minimum Variance,,,
2018-11-30,Minimum Variance,,,
2018-12-03,Minimum Variance,,,
2018-12-04,Minimum Variance,,,
2018-12-06,Minimum Variance,,,
2018-12-07,Minimum Variance,,,
2018-12-10,Minimum Variance,,,
2018-12-11,Minimum Variance,,,
2018-12-12,Minimum Variance,,,
2018-12-13,Minimum Variance,,,
2018-12-14,Minimum Variance,,,
2018-12-17,Minimum Variance,,,
2018-12-18,Minimum Variance,,,
2018-12-19,Minimum Variance,,,
2018-12-20,Minimum Variance,,,
2018-12-21,Minimum Variance,,,
2018-12-24,Minimum Variance,,,
2018-12-26,Minimum Variance,,,
2018-12-27,Minimum Variance,,,
2018-12-28,Minimum Variance,,,
2018-12-31,Minimum Variance,,,
2019-01-02,Minimum Variance,,,
2019-01-03,Minimum Variance,,,
2019-01-04,Minimum Variance,,,
2019-01-07,Minimum Variance,,,
2019-01-08,Minimum Variance,,,
2019-01-09,Minimum Variance,,,
2019-01-10,Minimum Variance,,,
2019-01-11,Minimum Variance,,,
2019-01-14,Minimum Variance,,,
2019-01-15,Minimum Variance,,,
2019-01-16,Minimum Variance,,,
2019-01-17,Minimum Variance,,,
2019-01-18,Minimum Variance,,,
2019-01-22,Minimum Variance,,,
2019-01-23,Minimum Variance,,,
2019-01-24,Minimum Variance,,,
2019-01-25,Minimum Variance,,,
2019-01-28,Minimum Variance,,,
2019-01-29,Minimum Variance,,,
2019-01-30,Minimum Variance,,,
2019-01-31,Minimum Variance,,,
2019-02-01,Minimum Variance,-0.06908449959804508,0.14744736101696188,-0.6041783249535208
2019-02-04,Minimum Variance,-0.05655028320371447,0.14721311715356816,-0.5199963473625763
2019-02-05,Minimum Variance,-0.030261867936005715,0.14629557025310017,-0.34356384030664533
2019-02-06,Minimum Variance,-0.0008221778945778357,0.14186950102043483,-0.146769938181277
2019-02-07,Minimum Variance,-0.025464022692116117,0.1408820560265667,-0.3227098182293903
2019-02-08,Minimum Variance,-0.01316684925817968,0.14014640571643563,-0.23665857920957048
2019-02-11,Minimum Variance,0.016960100417443114,0.13670841013251114,-0.022236375798755315
2019-02-12,Minimum Variance,0.009124714054939975,0.13608077862401954,-0.0799178697757718
2019-02-13,Minimum Variance,-0.003207429493524816,0.13562850921135822,-0.17111026013977088
2019-02-14,Minimum Variance,-0.005408268221242518,0.1355866432131521,-0.187395067973612
2019-02-15,Minimum Variance,-0.01110887922930548,0.13517666618407215,-0.23013497896851548
2019-02-19,Minimum Variance,-0.018947906972672457,0.13467958114992906,-0.28918939782946435
2019-02-20,Minimum Variance,-0.01931018247256222,0.13467468002112867,-0.29188992664690183
2019-02-21,Minimum Variance,-0.010880437182993474,0.13425162318439388,-0.2300190973525837
2019-02-22,Minimum Variance,0.0036150262220644436,0.1341889106971785,-0.1221037840817652
2019-02-25,Minimum Variance,0.0016461324589982507,0.13412870745732514,-0.13683772764932728
2019-02-26,Minimum Variance,-0.012115429540918266,0.13338045514158015,-0.24078062641807987
2019-02-27,Minimum Variance,-0.025042001091984845,0.1332603417256957,-0.33800004193820626
2019-02-28,Minimum Variance,-0.008444150465430567,0.131636208023671,-0.21608150897445863
2019-03-01,Minimum Variance,0.0017025167868047753,0.13136933195541847,-0.1392827606020305
2019-03-04,Minimum Variance,0.009122848806180528,0.13115675224038628,-0.08293245302295721
2019-03-05,Minimum Variance,0.009376849589596725,0.13116354339536523,-0.08099163940990826
2019-03-06,Minimum Variance,-0.0009900508083764414,0.13107486238794636,-0.16013788171107543
2019-03-07,Minimum Variance,-0.018183356871708467,0.13138660317704715,-0.29061834272597276
2019-03-08,Minimum Variance,-0.021473627754070135,0.13138683670742907,-0.3156604481347185
2019-03-11,Minimum Variance,-0.010473664168929142,0.13202576672130356,-0.23081603633673076
2019-03-12,Minimum Variance,-0.019035862739227083,0.13151086705437992,-0.29682613774484284
2019-03-13,Minimum Variance,-0.016229569808764444,0.1315888521730439,-0.2753240051149721
2019-03-14,Minimum Variance,-0.01304796378112194,0.1314953509921698,-0.25132419915811216
2019-03-15,Minimum Variance,-0.005391463520557416,0.13177443447036333,-0.19268884455936006
2019-03-18,Minimum Variance,0.0002728408250769476,0.1318277247360249,-0.14964347761007943
2019-03-19,Minimum Variance,-0.00017276815835864934,0.13182568138902181,-0.15302608676702503
2019-03-20,Minimum Variance,0.011308528134590379,0.13147153368635986,-0.0661091539872358
2019-03-21,Minimum Variance,0.013918406642489334,0.1315471074251501,-0.04623129673125709
2019-03-22,Minimum Variance,-0.005005900486450776,0.13281632852516784,-0.18827429401282025
2019-03-25,Minimum Variance,0.017222595344473124,0.13122408534022473,-0.021165357322368822
2019-03-26,Minimum Variance,0.03907441642252607,0.13023525634330552,0.14646123452350815
2019-03-27,Minimum Variance,0.012553844984203977,0.12847136884066124,-0.0579596456626164
2019-03-28,Minimum Variance,0.02541357142326195,0.12815198748223555,0.04224336687725876
2019-03-29,Minimum Variance,0.025100539438452474,0.1281392150328796,0.039804672107158705
2019-04-01,Minimum Variance,0.024405517173373248,0.12808504338123688,0.03439525066373682
2019-04-02,Minimum Variance,0.04138216901818503,0.12709654026188708,0.16823564964181
2019-04-03,Minimum Variance,0.03690914420095481,0.12688471214588895,0.13326384175828127
2019-04-04,Minimum Variance,0.03300223732005758,0.12678702852990587,0.10255179469712614
2019-04-05,Minimum Variance,0.0343870604848604,0.1268304549203384,0.11343537712528778
2019-04-08,Minimum Variance,0.04725380647041777,0.12617575630940744,0.2159987565565777
2019-04-09,Minimum Variance,0.0405601259083781,0.1262084657337431,0.1629060759818835
2019-04-10,Minimum Variance,0.034038480031632457,0.12581621072090385,0.11157926272929805
2019-04-11,Minimum Variance,0.03000910201722884,0.1259145435367805,0.07949123060836187
2019-04-12,Minimum Variance,0.03653016631639039,0.12602716582202486,0.1311635170764233
2019-04-15,Minimum Variance,0.03606337718061714,0.12603475204762055,0.1274519679663257
2019-04-16,Minimum Variance,0.031235061994360436,0.12599805828537217,0.0891685328111503
2019-04-17,Minimum Variance,0.024804906653184355,0.12583506115532916,0.03818416432645303
2019-04-18,Minimum Variance,0.022285874572533615,0.12578782801404914,0.018172462380686843
2019-04-22,Minimum Variance,0.025681144587276217,0.12563561441600077,0.045219220789297736
2019-04-23,Minimum Variance,0.039566547770381266,0.12541606036001163,0.156013095246452
2019-04-24,Minimum Variance,0.03773330537642505,0.1254761076523803,0.14132814372560473
2019-04-25,Minimum Variance,0.040571197093189015,0.12542391367594113,0.1640133567059548
2019-04-26,Minimum Variance,0.04856421995871085,0.12545594176364705,0.22768327715019243
2019-04-29,Minimum Variance,0.0378246050765938,0.12502519481913626,0.14256810479183174
2019-04-30,Minimum Variance,0.03241452689380342,0.12486541694072929,0.09942326064306746
2019-05-01,Minimum Variance,0.03274363249125334,0.12485200653428866,0.10206990536234192
2019-05-02,Minimum Variance,0.03286595058543207,0.12485133912291412,0.10305016090188468
2019-05-03,Minimum Variance,0.0479030656477093,0.1251829054333854,0.22289837059707474
2019-05-06,Minimum Variance,0.03657796970100269,0.12564979849865346,0.13193789324843483
2019-05-07,Minimum Variance,0.013127439710849176,0.12651928343177557,-0.0543202593528503
2019-05-08,Minimum Variance,0.01211265343803225,0.12652242136769953,-0.0623395164011724
2019-05-09,Minimum Variance,0.005244617514218453,0.12666940595067183,-0.11648734258316215
2019-05-10,Minimum Variance,0.007633786609485327,0.12676276804344916,-0.09755398672168498
2019-05-13,Minimum Variance,-0.02471217387878122,0.12796000146672967,-0.3494230491268527
2019-05-14,Minimum Variance,-0.01581916952604856,0.1282885053836482,-0.27920794165409396
2019-05-15,Minimum Variance,-0.010752388401173096,0.1283575548822888,-0.23958378164319807
2019-05-16,Minimum Variance,0.005380363237495134,0.1276709421646815,-0.11451029118001761
2019-05-17,Minimum Variance,-0.008610753741559174,0.12790308952396304,-0.22369087289481668
2019-05-20,Minimum Variance,-0.00940754519155862,0.12793944403093946,-0.22985518980719521
2019-05-21,Minimum Variance,0.0024820439724495547,0.1281648297582427,-0.13668302029967633
2019-05-22,Minimum Variance,-0.007095999829696886,0.12799761472449458,-0.21169144353212382
2019-05-23,Minimum Variance,-0.015072938721600426,0.1282184500631494,-0.2735404983005684
2019-05-24,Minimum Variance,-0.010127203692842923,0.12828947591923592,-0.2348376862324184
2019-05-28,Minimum Variance,-0.011771337105179747,0.1283346022588002,-0.24756641268977103
2019-05-29,Minimum Variance,-0.0143557383263202,0.1283659370507923,-0.2676390568685383
2019-05-30,Minimum Variance,0.003299673606508957,0.1277777014313903,-0.13069828464912725
2019-05-31,Minimum Variance,-0.009790578535180727,0.12730346492531475,-0.23401231500382175
