peak_date,trough_date,recovery_date,drawdown_duration_days,peak_value,trough_value,drawdown_pct,weights_at_peak,peak_to_trough_return
2020-02-14,2020-03-23,2026-08-14,38,1.1618931749783288,0.7543746044531413,-0.35073669361452986,"{'SPY': 0.1030276636210517, 'QQQ': 0.1844640057337618, 'IWM': 0.1374511519878939, 'EFA': 5.058830162093431e-17, 'EEM': 0.3000000000000004, 'TLT': 0.0, 'IEF': 9.764670897815086e-17, 'LQD': 4.092836731353183e-17, 'GLD': 0.0, 'VNQ': 0.2750571786572919}",-0.39563723252851246
