rebalance_date,strategy,asset,estimated_return
2020-05-01,Equal Weight,VNQ,0.04351564127817838
2020-05-01,Equal Weight,EEM,0.021353242210884353
2020-05-01,Equal Weight,IWM,0.021449938664121603
2020-05-01,Equal Weight,SPY,0.10840000111220334
2020-05-01,Minimum Variance,GLD,0.09924272210620612
2020-05-01,Minimum Variance,TLT,0.13834055429611936
2020-05-01,Minimum Variance,QQQ,0.1968835237925155
2020-05-01,Minimum Variance,IEF,0.06612503542616506
2020-05-01,Minimum Variance,LQD,0.06626820913950357
2020-05-01,Minimum Variance,EFA,0.008012924417569473
2020-05-01,Minimum Variance,VNQ,0.04351564127817838
2020-05-01,Minimum Variance,EEM,0.021353242210884353
2020-05-01,Minimum Variance,IWM,0.021449938664121603
2020-05-01,Minimum Variance,SPY,0.10840000111220334
2020-05-01,Maximum Sharpe,GLD,0.09924272210620612
2020-05-01,Maximum Sharpe,TLT,0.13834055429611936
2020-05-01,Maximum Sharpe,QQQ,0.1968835237925155
2020-05-01,Maximum Sharpe,IEF,0.06612503542616506
2020-05-01,Maximum Sharpe,LQD,0.06626820913950357
2020-05-01,Maximum Sharpe,EFA,0.008012924417569473
2020-05-01,Maximum Sharpe,VNQ,0.04351564127817838
2020-05-01,Maximum Sharpe,EEM,0.021353242210884353
2020-05-01,Maximum Sharpe,IWM,0.021449938664121603
2020-05-01,Maximum Sharpe,SPY,0.10840000111220334
2020-06-01,Equal Weight,GLD,0.10852188545874271
2020-06-01,Equal Weight,TLT,0.1267495094092011
2020-06-01,Equal Weight,QQQ,0.20638606808094137
2020-06-01,Equal Weight,IEF,0.06464458661699976
2020-06-01,Equal Weight,LQD,0.07022993435562744
2020-06-01,Equal Weight,EFA,0.014739273280549494
2020-06-01,Equal Weight,VNQ,0.05350339799595607
2020-06-01,Equal Weight,EEM,0.022424888067130617
2020-06-01,Equal Weight,IWM,0.05152314950615603
2020-06-01,Equal Weight,SPY,0.12012675771997486
2020-06-01,Minimum Variance,GLD,0.10852188545874271
2020-06-01,Minimum Variance,TLT,0.1267495094092011
2020-06-01,Minimum Variance,QQQ,0.20638606808094137
2020-06-01,Minimum Variance,IEF,0.06464458661699976
2020-06-01,Minimum Variance,LQD,0.07022993435562744
2020-06-01,Minimum Variance,EFA,0.014739273280549494
2020-06-01,Minimum Variance,VNQ,0.05350339799595607
2020-06-01,Minimum Variance,EEM,0.022424888067130617
2020-06-01,Minimum Variance,IWM,0.05152314950615603
2020-06-01,Minimum Variance,SPY,0.12012675771997486
2020-06-01,Maximum Sharpe,GLD,0.10852188545874271
2020-06-01,Maximum Sharpe,TLT,0.1267495094092011
2020-06-01,Maximum Sharpe,QQQ,0.20638606808094137
2020-06-01,Maximum Sharpe,IEF,0.06464458661699976
2020-06-01,Maximum Sharpe,LQD,0.07022993435562744
2020-06-01,Maximum Sharpe,EFA,0.014739273280549494
2020-06-01,Maximum Sharpe,VNQ,0.05350339799595607
2020-06-01,Maximum Sharpe,EEM,0.022424888067130617
2020-06-01,Maximum Sharpe,IWM,0.05152314950615603
2020-06-01,Maximum Sharpe,SPY,0.12012675771997486
2020-07-01,Equal Weight,GLD,0.12501273391690512
2020-07-01,Equal Weight,TLT,0.12543730355163762
2020-07-01,Equal Weight,QQQ,0.23516018357828303
2020-07-01,Equal Weight,IEF,0.06650537451105672
2020-07-01,Equal Weight,LQD,0.07573042502614515
2020-07-01,Equal Weight,EFA,0.026267336667718136
2020-07-01,Equal Weight,VNQ,0.05622460331855657
2020-07-01,Equal Weight,EEM,0.04165844919068947
2020-07-01,Equal Weight,IWM,0.054024158567574816
2020-07-01,Equal Weight,SPY,0.12497614611826359
2020-07-01,Minimum Variance,GLD,0.12501273391690512
2020-07-01,Minimum Variance,TLT,0.12543730355163762
2020-07-01,Minimum Variance,QQQ,0.23516018357828303
2020-07-01,Minimum Variance,IEF,0.06650537451105672
2020-07-01,Minimum Variance,LQD,0.07573042502614515
2020-07-01,Minimum Variance,EFA,0.026267336667718136
2020-07-01,Minimum Variance,VNQ,0.05622460331855657
2020-07-01,Minimum Variance,EEM,0.04165844919068947
2020-07-01,Minimum Variance,IWM,0.054024158567574816
2020-07-01,Minimum Variance,SPY,0.12497614611826359
2020-07-01,Maximum Sharpe,GLD,0.12501273391690512
2020-07-01,Maximum Sharpe,TLT,0.12543730355163762
2020-07-01,Maximum Sharpe,QQQ,0.23516018357828303
2020-07-01,Maximum Sharpe,IEF,0.06650537451105672
2020-07-01,Maximum Sharpe,LQD,0.07573042502614515
2020-07-01,Maximum Sharpe,EFA,0.026267336667718136
2020-07-01,Maximum Sharpe,VNQ,0.05622460331855657
2020-07-01,Maximum Sharpe,EEM,0.04165844919068947
2020-07-01,Maximum Sharpe,IWM,0.054024158567574816
2020-07-01,Maximum Sharpe,SPY,0.12497614611826359
2020-09-01,Equal Weight,GLD,0.13790054704032895
2020-09-01,Equal Weight,TLT,0.11379929068362435
2020-09-01,Equal Weight,QQQ,0.2741376769327249
2020-09-01,Equal Weight,IEF,0.059993677259265896
2020-09-01,Equal Weight,LQD,0.07518423607793519
2020-09-01,Equal Weight,EFA,0.04002903964185902
2020-09-01,Equal Weight,VNQ,0.06686411075545985
2020-09-01,Equal Weight,EEM,0.0517566171969422
2020-09-01,Equal Weight,IWM,0.08345626672445292
2020-09-01,Equal Weight,SPY,0.1590927229633013
2020-09-01,Minimum Variance,GLD,0.13790054704032895
2020-09-01,Minimum Variance,TLT,0.11379929068362435
2020-09-01,Minimum Variance,QQQ,0.2741376769327249
2020-09-01,Minimum Variance,IEF,0.059993677259265896
2020-09-01,Minimum Variance,LQD,0.07518423607793519
2020-09-01,Minimum Variance,EFA,0.04002903964185902
2020-09-01,Minimum Variance,VNQ,0.06686411075545985
2020-09-01,Minimum Variance,EEM,0.0517566171969422
2020-09-01,Minimum Variance,IWM,0.08345626672445292
2020-09-01,Minimum Variance,SPY,0.1590927229633013
2020-09-01,Maximum Sharpe,GLD,0.13790054704032895
2020-09-01,Maximum Sharpe,TLT,0.11379929068362435
2020-09-01,Maximum Sharpe,QQQ,0.2741376769327249
2020-09-01,Maximum Sharpe,IEF,0.059993677259265896
2020-09-01,Maximum Sharpe,LQD,0.07518423607793519
2020-09-01,Maximum Sharpe,EFA,0.04002903964185902
2020-09-01,Maximum Sharpe,VNQ,0.06686411075545985
2020-09-01,Maximum Sharpe,EEM,0.0517566171969422
2020-09-01,Maximum Sharpe,IWM,0.08345626672445292
2020-09-01,Maximum Sharpe,SPY,0.1590927229633013
2020-10-01,Equal Weight,GLD,0.1350120522090508
2020-10-01,Equal Weight,TLT,0.12404077666415442
2020-10-01,Equal Weight,QQQ,0.2565213823001438
2020-10-01,Equal Weight,IEF,0.06583314771584196
2020-10-01,Equal Weight,LQD,0.07380095709486405
2020-10-01,Equal Weight,EFA,0.025645495028869352
2020-10-01,Equal Weight,VNQ,0.05895156212449403
2020-10-01,Equal Weight,EEM,0.0487227704732432
2020-10-01,Equal Weight,IWM,0.05272494375205265
2020-10-01,Equal Weight,SPY,0.14025499306855016
2020-10-01,Minimum Variance,GLD,0.1350120522090508
2020-10-01,Minimum Variance,TLT,0.12404077666415442
2020-10-01,Minimum Variance,QQQ,0.2565213823001438
2020-10-01,Minimum Variance,IEF,0.06583314771584196
2020-10-01,Minimum Variance,LQD,0.07380095709486405
2020-10-01,Minimum Variance,EFA,0.025645495028869352
2020-10-01,Minimum Variance,VNQ,0.05895156212449403
2020-10-01,Minimum Variance,EEM,0.0487227704732432
2020-10-01,Minimum Variance,IWM,0.05272494375205265
2020-10-01,Minimum Variance,SPY,0.14025499306855016
2020-10-01,Maximum Sharpe,GLD,0.1350120522090508
2020-10-01,Maximum Sharpe,TLT,0.12404077666415442
2020-10-01,Maximum Sharpe,QQQ,0.2565213823001438
2020-10-01,Maximum Sharpe,IEF,0.06583314771584196
2020-10-01,Maximum Sharpe,LQD,0.07380095709486405
2020-10-01,Maximum Sharpe,EFA,0.025645495028869352
2020-10-01,Maximum Sharpe,VNQ,0.05895156212449403
2020-10-01,Maximum Sharpe,EEM,0.0487227704732432
2020-10-01,Maximum Sharpe,IWM,0.05272494375205265
2020-10-01,Maximum Sharpe,SPY,0.14025499306855016
2020-12-01,Equal Weight,GLD,0.11680422327921024
2020-12-01,Equal Weight,TLT,0.11616679513025378
2020-12-01,Equal Weight,QQQ,0.2620742718470944
2020-12-01,Equal Weight,IEF,0.06399741965808459
2020-12-01,Equal Weight,LQD,0.08440062156524943
2020-12-01,Equal Weight,EFA,0.051255445135299976
2020-12-01,Equal Weight,VNQ,0.07558131277379006
2020-12-01,Equal Weight,EEM,0.07314501219134087
2020-12-01,Equal Weight,IWM,0.10547401410707302
2020-12-01,Equal Weight,SPY,0.14956995514324975
2020-12-01,Minimum Variance,GLD,0.11680422327921024
2020-12-01,Minimum Variance,TLT,0.11616679513025378
2020-12-01,Minimum Variance,QQQ,0.2620742718470944
2020-12-01,Minimum Variance,IEF,0.06399741965808459
2020-12-01,Minimum Variance,LQD,0.08440062156524943
2020-12-01,Minimum Variance,EFA,0.051255445135299976
2020-12-01,Minimum Variance,VNQ,0.07558131277379006
2020-12-01,Minimum Variance,EEM,0.07314501219134087
2020-12-01,Minimum Variance,IWM,0.10547401410707302
2020-12-01,Minimum Variance,SPY,0.14956995514324975
2020-12-01,Maximum Sharpe,GLD,0.11680422327921024
2020-12-01,Maximum Sharpe,TLT,0.11616679513025378
2020-12-01,Maximum Sharpe,QQQ,0.2620742718470944
2020-12-01,Maximum Sharpe,IEF,0.06399741965808459
2020-12-01,Maximum Sharpe,LQD,0.08440062156524943
2020-12-01,Maximum Sharpe,EFA,0.051255445135299976
2020-12-01,Maximum Sharpe,VNQ,0.07558131277379006
2020-12-01,Maximum Sharpe,EEM,0.07314501219134087
2020-12-01,Maximum Sharpe,IWM,0.10547401410707302
2020-12-01,Maximum Sharpe,SPY,0.14956995514324975
2021-02-01,Equal Weight,GLD,0.11140625165657575
2021-02-01,Equal Weight,TLT,0.10478269070146459
2021-02-01,Equal Weight,QQQ,0.2493774932214178
2021-02-01,Equal Weight,IEF,0.06617974324725492
2021-02-01,Equal Weight,LQD,0.07880969502750028
2021-02-01,Equal Weight,EFA,0.044526341679249216
2021-02-01,Equal Weight,VNQ,0.10005364336299183
2021-02-01,Equal Weight,EEM,0.06819447749894865
2021-02-01,Equal Weight,IWM,0.14269777150106838
2021-02-01,Equal Weight,SPY,0.1362380626260628
2021-02-01,Minimum Variance,GLD,0.11140625165657575
2021-02-01,Minimum Variance,TLT,0.10478269070146459
2021-02-01,Minimum Variance,QQQ,0.2493774932214178
2021-02-01,Minimum Variance,IEF,0.06617974324725492
2021-02-01,Minimum Variance,LQD,0.07880969502750028
2021-02-01,Minimum Variance,EFA,0.044526341679249216
2021-02-01,Minimum Variance,VNQ,0.10005364336299183
2021-02-01,Minimum Variance,EEM,0.06819447749894865
2021-02-01,Minimum Variance,IWM,0.14269777150106838
2021-02-01,Minimum Variance,SPY,0.1362380626260628
2021-02-01,Maximum Sharpe,GLD,0.11140625165657575
2021-02-01,Maximum Sharpe,TLT,0.10478269070146459
2021-02-01,Maximum Sharpe,QQQ,0.2493774932214178
2021-02-01,Maximum Sharpe,IEF,0.06617974324725492
2021-02-01,Maximum Sharpe,LQD,0.07880969502750028
2021-02-01,Maximum Sharpe,EFA,0.044526341679249216
2021-02-01,Maximum Sharpe,VNQ,0.10005364336299183
2021-02-01,Maximum Sharpe,EEM,0.06819447749894865
2021-02-01,Maximum Sharpe,IWM,0.14269777150106838
2021-02-01,Maximum Sharpe,SPY,0.1362380626260628
2021-03-01,Equal Weight,GLD,0.097077219930257
2021-03-01,Equal Weight,TLT,0.09559176532818438
2021-03-01,Equal Weight,QQQ,0.25266960585279397
2021-03-01,Equal Weight,IEF,0.061342511069852126
2021-03-01,Equal Weight,LQD,0.07879461056210524
2021-03-01,Equal Weight,EFA,0.0678896107577276
2021-03-01,Equal Weight,VNQ,0.13749602731575153
2021-03-01,Equal Weight,EEM,0.0902111515766489
2021-03-01,Equal Weight,IWM,0.17602243238614038
2021-03-01,Equal Weight,SPY,0.15709459444923954
2021-03-01,Minimum Variance,GLD,0.097077219930257
2021-03-01,Minimum Variance,TLT,0.09559176532818438
2021-03-01,Minimum Variance,QQQ,0.25266960585279397
2021-03-01,Minimum Variance,IEF,0.061342511069852126
2021-03-01,Minimum Variance,LQD,0.07879461056210524
2021-03-01,Minimum Variance,EFA,0.0678896107577276
2021-03-01,Minimum Variance,VNQ,0.13749602731575153
2021-03-01,Minimum Variance,EEM,0.0902111515766489
2021-03-01,Minimum Variance,IWM,0.17602243238614038
2021-03-01,Minimum Variance,SPY,0.15709459444923954
2021-03-01,Maximum Sharpe,GLD,0.097077219930257
2021-03-01,Maximum Sharpe,TLT,0.09559176532818438
2021-03-01,Maximum Sharpe,QQQ,0.25266960585279397
2021-03-01,Maximum Sharpe,IEF,0.061342511069852126
2021-03-01,Maximum Sharpe,LQD,0.07879461056210524
2021-03-01,Maximum Sharpe,EFA,0.0678896107577276
2021-03-01,Maximum Sharpe,VNQ,0.13749602731575153
2021-03-01,Maximum Sharpe,EEM,0.0902111515766489
2021-03-01,Maximum Sharpe,IWM,0.17602243238614038
2021-03-01,Maximum Sharpe,SPY,0.15709459444923954
2021-04-01,Equal Weight,GLD,0.09100317019258368
2021-04-01,Equal Weight,TLT,0.0681746750630696
2021-04-01,Equal Weight,QQQ,0.2718683105912419
2021-04-01,Equal Weight,IEF,0.049324219071467924
2021-04-01,Equal Weight,LQD,0.07183897988090596
2021-04-01,Equal Weight,EFA,0.07877258504101871
2021-04-01,Equal Weight,VNQ,0.14127434099560915
2021-04-01,Equal Weight,EEM,0.08605895020357925
2021-04-01,Equal Weight,IWM,0.17726748900644712
2021-04-01,Equal Weight,SPY,0.18060056367240387
2021-04-01,Minimum Variance,GLD,0.09100317019258368
2021-04-01,Minimum Variance,TLT,0.0681746750630696
2021-04-01,Minimum Variance,QQQ,0.2718683105912419
2021-04-01,Minimum Variance,IEF,0.049324219071467924
2021-04-01,Minimum Variance,LQD,0.07183897988090596
2021-04-01,Minimum Variance,EFA,0.07877258504101871
2021-04-01,Minimum Variance,VNQ,0.14127434099560915
2021-04-01,Minimum Variance,EEM,0.08605895020357925
2021-04-01,Minimum Variance,IWM,0.17726748900644712
2021-04-01,Minimum Variance,SPY,0.18060056367240387
2021-04-01,Maximum Sharpe,GLD,0.09100317019258368
2021-04-01,Maximum Sharpe,TLT,0.0681746750630696
2021-04-01,Maximum Sharpe,QQQ,0.2718683105912419
2021-04-01,Maximum Sharpe,IEF,0.049324219071467924
2021-04-01,Maximum Sharpe,LQD,0.07183897988090596
2021-04-01,Maximum Sharpe,EFA,0.07877258504101871
2021-04-01,Maximum Sharpe,VNQ,0.14127434099560915
2021-04-01,Maximum Sharpe,EEM,0.08605895020357925
2021-04-01,Maximum Sharpe,IWM,0.17726748900644712
2021-04-01,Maximum Sharpe,SPY,0.18060056367240387
2021-06-01,Equal Weight,GLD,0.13503117786424693
2021-06-01,Equal Weight,TLT,0.07699673807587475
2021-06-01,Equal Weight,QQQ,0.2675316206205129
2021-06-01,Equal Weight,IEF,0.05520037461542212
2021-06-01,Equal Weight,LQD,0.08114100739421512
2021-06-01,Equal Weight,EFA,0.10174668256545179
2021-06-01,Equal Weight,VNQ,0.15484893075221584
2021-06-01,Equal Weight,EEM,0.11408028717085804
2021-06-01,Equal Weight,IWM,0.16182413476241145
2021-06-01,Equal Weight,SPY,0.1906213065894224
2021-06-01,Minimum Variance,GLD,0.13503117786424693
2021-06-01,Minimum Variance,TLT,0.07699673807587475
2021-06-01,Minimum Variance,QQQ,0.2675316206205129
2021-06-01,Minimum Variance,IEF,0.05520037461542212
2021-06-01,Minimum Variance,LQD,0.08114100739421512
2021-06-01,Minimum Variance,EFA,0.10174668256545179
2021-06-01,Minimum Variance,VNQ,0.15484893075221584
2021-06-01,Minimum Variance,EEM,0.11408028717085804
2021-06-01,Minimum Variance,IWM,0.16182413476241145
2021-06-01,Minimum Variance,SPY,0.1906213065894224
2021-06-01,Maximum Sharpe,GLD,0.13503117786424693
2021-06-01,Maximum Sharpe,TLT,0.07699673807587475
2021-06-01,Maximum Sharpe,QQQ,0.2675316206205129
2021-06-01,Maximum Sharpe,IEF,0.05520037461542212
2021-06-01,Maximum Sharpe,LQD,0.08114100739421512
2021-06-01,Maximum Sharpe,EFA,0.10174668256545179
2021-06-01,Maximum Sharpe,VNQ,0.15484893075221584
2021-06-01,Maximum Sharpe,EEM,0.11408028717085804
2021-06-01,Maximum Sharpe,IWM,0.16182413476241145
2021-06-01,Maximum Sharpe,SPY,0.1906213065894224
2021-07-01,Equal Weight,GLD,0.12270185864362253
2021-07-01,Equal Weight,TLT,0.08934179989485896
2021-07-01,Equal Weight,QQQ,0.2836010768532545
2021-07-01,Equal Weight,IEF,0.05787848079638698
2021-07-01,Equal Weight,LQD,0.08998917237422725
2021-07-01,Equal Weight,EFA,0.10334758879345853
2021-07-01,Equal Weight,VNQ,0.14972710940564726
2021-07-01,Equal Weight,EEM,0.13243070949834737
2021-07-01,Equal Weight,IWM,0.16593516565821612
2021-07-01,Equal Weight,SPY,0.1958672561667128
2021-07-01,Minimum Variance,GLD,0.12270185864362253
2021-07-01,Minimum Variance,TLT,0.08934179989485896
2021-07-01,Minimum Variance,QQQ,0.2836010768532545
2021-07-01,Minimum Variance,IEF,0.05787848079638698
2021-07-01,Minimum Variance,LQD,0.08998917237422725
2021-07-01,Minimum Variance,EFA,0.10334758879345853
2021-07-01,Minimum Variance,VNQ,0.14972710940564726
2021-07-01,Minimum Variance,EEM,0.13243070949834737
2021-07-01,Minimum Variance,IWM,0.16593516565821612
2021-07-01,Minimum Variance,SPY,0.1958672561667128
2021-07-01,Maximum Sharpe,GLD,0.12270185864362253
2021-07-01,Maximum Sharpe,TLT,0.08934179989485896
2021-07-01,Maximum Sharpe,QQQ,0.2836010768532545
2021-07-01,Maximum Sharpe,IEF,0.05787848079638698
2021-07-01,Maximum Sharpe,LQD,0.08998917237422725
2021-07-01,Maximum Sharpe,EFA,0.10334758879345853
2021-07-01,Maximum Sharpe,VNQ,0.14972710940564726
2021-07-01,Maximum Sharpe,EEM,0.13243070949834737
2021-07-01,Maximum Sharpe,IWM,0.16593516565821612
2021-07-01,Maximum Sharpe,SPY,0.1958672561667128
2021-09-01,Equal Weight,GLD,0.14583380338082774
2021-09-01,Equal Weight,TLT,0.10129896732610792
2021-09-01,Equal Weight,QQQ,0.2790650559163208
2021-09-01,Equal Weight,IEF,0.06166477965188695
2021-09-01,Equal Weight,LQD,0.08918163959461453
2021-09-01,Equal Weight,EFA,0.10901284498905021
2021-09-01,Equal Weight,VNQ,0.16107876111558095
2021-09-01,Equal Weight,EEM,0.11666479589204218
2021-09-01,Equal Weight,IWM,0.14233607565504336
2021-09-01,Equal Weight,SPY,0.19142568283741976
2021-09-01,Minimum Variance,GLD,0.14583380338082774
2021-09-01,Minimum Variance,TLT,0.10129896732610792
2021-09-01,Minimum Variance,QQQ,0.2790650559163208
2021-09-01,Minimum Variance,IEF,0.06166477965188695
2021-09-01,Minimum Variance,LQD,0.08918163959461453
2021-09-01,Minimum Variance,EFA,0.10901284498905021
2021-09-01,Minimum Variance,VNQ,0.16107876111558095
2021-09-01,Minimum Variance,EEM,0.11666479589204218
2021-09-01,Minimum Variance,IWM,0.14233607565504336
2021-09-01,Minimum Variance,SPY,0.19142568283741976
2021-09-01,Maximum Sharpe,GLD,0.14583380338082774
2021-09-01,Maximum Sharpe,TLT,0.10129896732610792
2021-09-01,Maximum Sharpe,QQQ,0.2790650559163208
2021-09-01,Maximum Sharpe,IEF,0.06166477965188695
2021-09-01,Maximum Sharpe,LQD,0.08918163959461453
2021-09-01,Maximum Sharpe,EFA,0.10901284498905021
2021-09-01,Maximum Sharpe,VNQ,0.16107876111558095
2021-09-01,Maximum Sharpe,EEM,0.11666479589204218
2021-09-01,Maximum Sharpe,IWM,0.14233607565504336
2021-09-01,Maximum Sharpe,SPY,0.19142568283741976
2021-10-01,Equal Weight,GLD,0.13697351448739714
2021-10-01,Equal Weight,TLT,0.10109928442966484
2021-10-01,Equal Weight,QQQ,0.25989850194950304
2021-10-01,Equal Weight,IEF,0.060200901988314764
2021-10-01,Equal Weight,LQD,0.0843882467863063
2021-10-01,Equal Weight,EFA,0.09461938743072536
2021-10-01,Equal Weight,VNQ,0.15027323334499484
2021-10-01,Equal Weight,EEM,0.10521503131253818
2021-10-01,Equal Weight,IWM,0.1404240311893238
2021-10-01,Equal Weight,SPY,0.17323137716026232
2021-10-01,Minimum Variance,GLD,0.13697351448739714
2021-10-01,Minimum Variance,TLT,0.10109928442966484
2021-10-01,Minimum Variance,QQQ,0.25989850194950304
2021-10-01,Minimum Variance,IEF,0.060200901988314764
2021-10-01,Minimum Variance,LQD,0.0843882467863063
2021-10-01,Minimum Variance,EFA,0.09461938743072536
2021-10-01,Minimum Variance,VNQ,0.15027323334499484
2021-10-01,Minimum Variance,EEM,0.10521503131253818
2021-10-01,Minimum Variance,IWM,0.1404240311893238
2021-10-01,Minimum Variance,SPY,0.17323137716026232
2021-10-01,Maximum Sharpe,GLD,0.13697351448739714
2021-10-01,Maximum Sharpe,TLT,0.10109928442966484
2021-10-01,Maximum Sharpe,QQQ,0.25989850194950304
2021-10-01,Maximum Sharpe,IEF,0.060200901988314764
2021-10-01,Maximum Sharpe,LQD,0.0843882467863063
2021-10-01,Maximum Sharpe,EFA,0.09461938743072536
2021-10-01,Maximum Sharpe,VNQ,0.15027323334499484
2021-10-01,Maximum Sharpe,EEM,0.10521503131253818
2021-10-01,Maximum Sharpe,IWM,0.1404240311893238
2021-10-01,Maximum Sharpe,SPY,0.17323137716026232
2021-11-01,Equal Weight,GLD,0.13521236752771995
2021-11-01,Equal Weight,TLT,0.11954306287638493
2021-11-01,Equal Weight,QQQ,0.3145164216188221
2021-11-01,Equal Weight,IEF,0.05988959767215467
2021-11-01,Equal Weight,LQD,0.09333050513851342
2021-11-01,Equal Weight,EFA,0.1333415308639672
2021-11-01,Equal Weight,VNQ,0.18326311293703668
2021-11-01,Equal Weight,EEM,0.13879914353768738
2021-11-01,Equal Weight,IWM,0.19296954470558803
2021-11-01,Equal Weight,SPY,0.21972790286384694
2021-11-01,Minimum Variance,GLD,0.13521236752771995
2021-11-01,Minimum Variance,TLT,0.11954306287638493
2021-11-01,Minimum Variance,QQQ,0.3145164216188221
2021-11-01,Minimum Variance,IEF,0.05988959767215467
2021-11-01,Minimum Variance,LQD,0.09333050513851342
2021-11-01,Minimum Variance,EFA,0.1333415308639672
2021-11-01,Minimum Variance,VNQ,0.18326311293703668
2021-11-01,Minimum Variance,EEM,0.13879914353768738
2021-11-01,Minimum Variance,IWM,0.19296954470558803
2021-11-01,Minimum Variance,SPY,0.21972790286384694
2021-11-01,Maximum Sharpe,GLD,0.13521236752771995
2021-11-01,Maximum Sharpe,TLT,0.11954306287638493
2021-11-01,Maximum Sharpe,QQQ,0.3145164216188221
2021-11-01,Maximum Sharpe,IEF,0.05988959767215467
2021-11-01,Maximum Sharpe,LQD,0.09333050513851342
2021-11-01,Maximum Sharpe,EFA,0.1333415308639672
2021-11-01,Maximum Sharpe,VNQ,0.18326311293703668
2021-11-01,Maximum Sharpe,EEM,0.13879914353768738
2021-11-01,Maximum Sharpe,IWM,0.19296954470558803
2021-11-01,Maximum Sharpe,SPY,0.21972790286384694
2021-12-01,Equal Weight,GLD,0.13191483604293494
2021-12-01,Equal Weight,TLT,0.12318453532222669
2021-12-01,Equal Weight,QQQ,0.32132321551057524
2021-12-01,Equal Weight,IEF,0.05917680051297347
2021-12-01,Equal Weight,LQD,0.0942106118811752
2021-12-01,Equal Weight,EFA,0.11608639877088837
2021-12-01,Equal Weight,VNQ,0.16101213228889905
2021-12-01,Equal Weight,EEM,0.10827880566856432
2021-12-01,Equal Weight,IWM,0.17244042843342722
2021-12-01,Equal Weight,SPY,0.21063846453419774
2021-12-01,Minimum Variance,GLD,0.13191483604293494
2021-12-01,Minimum Variance,TLT,0.12318453532222669
2021-12-01,Minimum Variance,QQQ,0.32132321551057524
2021-12-01,Minimum Variance,IEF,0.05917680051297347
2021-12-01,Minimum Variance,LQD,0.0942106118811752
2021-12-01,Minimum Variance,EFA,0.11608639877088837
2021-12-01,Minimum Variance,VNQ,0.16101213228889905
2021-12-01,Minimum Variance,EEM,0.10827880566856432
2021-12-01,Minimum Variance,IWM,0.17244042843342722
2021-12-01,Minimum Variance,SPY,0.21063846453419774
2021-12-01,Maximum Sharpe,GLD,0.13191483604293494
2021-12-01,Maximum Sharpe,TLT,0.12318453532222669
2021-12-01,Maximum Sharpe,QQQ,0.32132321551057524
2021-12-01,Maximum Sharpe,IEF,0.05917680051297347
2021-12-01,Maximum Sharpe,LQD,0.0942106118811752
2021-12-01,Maximum Sharpe,EFA,0.11608639877088837
2021-12-01,Maximum Sharpe,VNQ,0.16101213228889905
2021-12-01,Maximum Sharpe,EEM,0.10827880566856432
2021-12-01,Maximum Sharpe,IWM,0.17244042843342722
2021-12-01,Maximum Sharpe,SPY,0.21063846453419774
2022-02-01,Equal Weight,GLD,0.11129824715935356
2022-02-01,Equal Weight,TLT,0.0829271905721095
2022-02-01,Equal Weight,QQQ,0.29440465558207085
2022-02-01,Equal Weight,IEF,0.03879020148890464
2022-02-01,Equal Weight,LQD,0.06455383581988491
2022-02-01,Equal Weight,EFA,0.11439038386503333
2022-02-01,Equal Weight,VNQ,0.152144240799204
2022-02-01,Equal Weight,EEM,0.09175843204047504
2022-02-01,Equal Weight,IWM,0.15297377203666562
2022-02-01,Equal Weight,SPY,0.21139468973253966
2022-02-01,Minimum Variance,GLD,0.11129824715935356
2022-02-01,Minimum Variance,TLT,0.0829271905721095
2022-02-01,Minimum Variance,QQQ,0.29440465558207085
2022-02-01,Minimum Variance,IEF,0.03879020148890464
2022-02-01,Minimum Variance,LQD,0.06455383581988491
2022-02-01,Minimum Variance,EFA,0.11439038386503333
2022-02-01,Minimum Variance,VNQ,0.152144240799204
2022-02-01,Minimum Variance,EEM,0.09175843204047504
2022-02-01,Minimum Variance,IWM,0.15297377203666562
2022-02-01,Minimum Variance,SPY,0.21139468973253966
2022-02-01,Maximum Sharpe,GLD,0.11129824715935356
2022-02-01,Maximum Sharpe,TLT,0.0829271905721095
2022-02-01,Maximum Sharpe,QQQ,0.29440465558207085
2022-02-01,Maximum Sharpe,IEF,0.03879020148890464
2022-02-01,Maximum Sharpe,LQD,0.06455383581988491
2022-02-01,Maximum Sharpe,EFA,0.11439038386503333
2022-02-01,Maximum Sharpe,VNQ,0.152144240799204
2022-02-01,Maximum Sharpe,EEM,0.09175843204047504
2022-02-01,Maximum Sharpe,IWM,0.15297377203666562
2022-02-01,Maximum Sharpe,SPY,0.21139468973253966
2022-03-01,Equal Weight,GLD,0.13320640521510302
2022-03-01,Equal Weight,TLT,0.0823034217989391
2022-03-01,Equal Weight,QQQ,0.27050486923429073
2022-03-01,Equal Weight,IEF,0.03960036349579235
2022-03-01,Equal Weight,LQD,0.058168509633057905
2022-03-01,Equal Weight,EFA,0.09480957138673413
2022-03-01,Equal Weight,VNQ,0.13847135198109747
2022-03-01,Equal Weight,EEM,0.08244042736829992
2022-03-01,Equal Weight,IWM,0.1402246080724289
2022-03-01,Equal Weight,SPY,0.19129512659054096
2022-03-01,Minimum Variance,GLD,0.13320640521510302
2022-03-01,Minimum Variance,TLT,0.0823034217989391
2022-03-01,Minimum Variance,QQQ,0.27050486923429073
2022-03-01,Minimum Variance,IEF,0.03960036349579235
2022-03-01,Minimum Variance,LQD,0.058168509633057905
2022-03-01,Minimum Variance,EFA,0.09480957138673413
