lookback_years,oos_cagr,oos_volatility,oos_sharpe,max_drawdown,mean_hhi
1,0.04995460994348866,0.13436301012976457,0.2811744327877571,-0.2488137169099962,0.9789956216844338
2,0.05246404193284859,0.12944334562538615,0.305189188858298,-0.2497418933699851,0.8567818858695458
3,0.07774434663241303,0.1262837546991932,0.49756348580927057,-0.2233655218604803,0.42117865895695605
5,0.09337124941282271,0.1227731916283457,0.6254615621681614,-0.22345852419261725,0.2917874888434714
