date,strategy,asset,weight
2019-05-01,Maximum Sharpe,TLT,1.9252396415702533e-16
2019-05-01,Maximum Sharpe,IEF,6.794236196780164e-17
2019-05-01,Maximum Sharpe,LQD,0.0
2019-05-01,Maximum Sharpe,GLD,0.0
2019-05-01,Maximum Sharpe,VNQ,0.29314027189249847
2019-07-01,Equal Weight,SPY,0.1
2019-07-01,Equal Weight,QQQ,0.1
2019-07-01,Equal Weight,IWM,0.1
2019-07-01,Equal Weight,EFA,0.1
2019-07-01,Equal Weight,EEM,0.1
2019-07-01,Equal Weight,TLT,0.1
2019-07-01,Equal Weight,IEF,0.1
2019-07-01,Equal Weight,LQD,0.1
2019-07-01,Equal Weight,GLD,0.1
2019-07-01,Equal Weight,VNQ,0.1
2019-07-01,Minimum Variance,SPY,0.12137333375261368
2019-07-01,Minimum Variance,QQQ,0.048897935554486655
2019-07-01,Minimum Variance,IWM,0.0
2019-07-01,Minimum Variance,EFA,0.30000000000000004
2019-07-01,Minimum Variance,EEM,0.30000000000000004
2019-07-01,Minimum Variance,TLT,0.055625520322169525
2019-07-01,Minimum Variance,IEF,0.0
2019-07-01,Minimum Variance,LQD,0.0
2019-07-01,Minimum Variance,GLD,0.03645427969913992
2019-07-01,Minimum Variance,VNQ,0.13764893067159023
2019-07-01,Maximum Sharpe,SPY,0.01716788482940497
2019-07-01,Maximum Sharpe,QQQ,3.543895430544874e-15
2019-07-01,Maximum Sharpe,IWM,0.30000000000000004
2019-07-01,Maximum Sharpe,EFA,0.18254520646145214
2019-07-01,Maximum Sharpe,EEM,0.2999999999999998
2019-07-01,Maximum Sharpe,TLT,2.1855705264383018e-16
2019-07-01,Maximum Sharpe,IEF,1.695746196117717e-16
2019-07-01,Maximum Sharpe,LQD,4.721994805123544e-16
2019-07-01,Maximum Sharpe,GLD,5.049623972747955e-16
2019-07-01,Maximum Sharpe,VNQ,0.20028690870913812
2019-08-01,Equal Weight,SPY,0.1
2019-08-01,Equal Weight,QQQ,0.1
2019-08-01,Equal Weight,IWM,0.1
2019-08-01,Equal Weight,EFA,0.1
2019-08-01,Equal Weight,EEM,0.1
2019-08-01,Equal Weight,TLT,0.1
2019-08-01,Equal Weight,IEF,0.1
2019-08-01,Equal Weight,LQD,0.1
2019-08-01,Equal Weight,GLD,0.1
2019-08-01,Equal Weight,VNQ,0.1
2019-08-01,Minimum Variance,SPY,0.1157996895247501
2019-08-01,Minimum Variance,QQQ,0.056600226178218346
2019-08-01,Minimum Variance,IWM,1.1440768139445428e-17
2019-08-01,Minimum Variance,EFA,0.3
2019-08-01,Minimum Variance,EEM,0.3
2019-08-01,Minimum Variance,TLT,0.049858315855833515
2019-08-01,Minimum Variance,IEF,2.3409873079740726e-17
2019-08-01,Minimum Variance,LQD,0.0
2019-08-01,Minimum Variance,GLD,0.03849775099422095
2019-08-01,Minimum Variance,VNQ,0.13924401744697712
2019-08-01,Maximum Sharpe,SPY,0.0
2019-08-01,Maximum Sharpe,QQQ,1.8336950618335923e-15
2019-08-01,Maximum Sharpe,IWM,0.2999999999999999
2019-08-01,Maximum Sharpe,EFA,0.15003671645347572
2019-08-01,Maximum Sharpe,EEM,0.2999999999999993
2019-08-01,Maximum Sharpe,TLT,0.0
2019-08-01,Maximum Sharpe,IEF,3.6438380427089025e-16
2019-08-01,Maximum Sharpe,LQD,5.682710570184261e-16
2019-08-01,Maximum Sharpe,GLD,8.289733371223129e-16
2019-08-01,Maximum Sharpe,VNQ,0.24996328354652153
2019-10-01,Equal Weight,SPY,0.1
2019-10-01,Equal Weight,QQQ,0.1
2019-10-01,Equal Weight,IWM,0.1
2019-10-01,Equal Weight,EFA,0.1
2019-10-01,Equal Weight,EEM,0.1
2019-10-01,Equal Weight,TLT,0.1
2019-10-01,Equal Weight,IEF,0.1
2019-10-01,Equal Weight,LQD,0.1
2019-10-01,Equal Weight,GLD,0.1
2019-10-01,Equal Weight,VNQ,0.1
2019-10-01,Minimum Variance,SPY,0.09625436574947979
2019-10-01,Minimum Variance,QQQ,0.06090853700744381
2019-10-01,Minimum Variance,IWM,2.9849441061241544e-18
2019-10-01,Minimum Variance,EFA,0.3
2019-10-01,Minimum Variance,EEM,0.3
2019-10-01,Minimum Variance,TLT,0.08157701321276255
2019-10-01,Minimum Variance,IEF,1.5327484697040192e-17
2019-10-01,Minimum Variance,LQD,6.9109418166478365e-18
2019-10-01,Minimum Variance,GLD,0.060206195256810285
2019-10-01,Minimum Variance,VNQ,0.10105388877350353
2019-10-01,Maximum Sharpe,SPY,0.03550056144786974
2019-10-01,Maximum Sharpe,QQQ,0.19430247667796985
2019-10-01,Maximum Sharpe,IWM,0.1701969618741626
2019-10-01,Maximum Sharpe,EFA,0.0
2019-10-01,Maximum Sharpe,EEM,0.299999999999998
2019-10-01,Maximum Sharpe,TLT,3.832035551591373e-16
2019-10-01,Maximum Sharpe,IEF,6.113679995978604e-17
2019-10-01,Maximum Sharpe,LQD,8.237815487450346e-16
2019-10-01,Maximum Sharpe,GLD,4.974875697432924e-16
2019-10-01,Maximum Sharpe,VNQ,0.29999999999999816
2019-11-01,Equal Weight,SPY,0.1
2019-11-01,Equal Weight,QQQ,0.1
2019-11-01,Equal Weight,IWM,0.1
2019-11-01,Equal Weight,EFA,0.1
2019-11-01,Equal Weight,EEM,0.1
2019-11-01,Equal Weight,TLT,0.1
2019-11-01,Equal Weight,IEF,0.1
2019-11-01,Equal Weight,LQD,0.1
2019-11-01,Equal Weight,GLD,0.1
2019-11-01,Equal Weight,VNQ,0.1
2019-11-01,Minimum Variance,SPY,0.10459199852428189
2019-11-01,Minimum Variance,QQQ,0.05475857390668687
2019-11-01,Minimum Variance,IWM,0.0
2019-11-01,Minimum Variance,EFA,0.29999999999999993
2019-11-01,Minimum Variance,EEM,0.2999999999999998
2019-11-01,Minimum Variance,TLT,0.08068162365776355
2019-11-01,Minimum Variance,IEF,0.0
2019-11-01,Minimum Variance,LQD,0.0
2019-11-01,Minimum Variance,GLD,0.07084282215922746
2019-11-01,Minimum Variance,VNQ,0.08912498175204045
2019-11-01,Maximum Sharpe,SPY,0.10302766362105172
2019-11-01,Maximum Sharpe,QQQ,0.1844640057337618
2019-11-01,Maximum Sharpe,IWM,0.13745115198789398
2019-11-01,Maximum Sharpe,EFA,5.058830162093431e-17
2019-11-01,Maximum Sharpe,EEM,0.3000000000000004
2019-11-01,Maximum Sharpe,TLT,0.0
2019-11-01,Maximum Sharpe,IEF,9.764670897815086e-17
2019-11-01,Maximum Sharpe,LQD,4.092836731353183e-17
2019-11-01,Maximum Sharpe,GLD,0.0
2019-11-01,Maximum Sharpe,VNQ,0.2750571786572919
2020-04-01,Equal Weight,SPY,0.1
2020-04-01,Equal Weight,QQQ,0.1
2020-04-01,Equal Weight,IWM,0.1
2020-04-01,Equal Weight,EFA,0.1
2020-04-01,Equal Weight,EEM,0.1
2020-04-01,Equal Weight,TLT,0.1
2020-04-01,Equal Weight,IEF,0.1
2020-04-01,Equal Weight,LQD,0.1
2020-04-01,Equal Weight,GLD,0.1
2020-04-01,Equal Weight,VNQ,0.1
2020-04-01,Minimum Variance,SPY,0.17469964796137025
2020-04-01,Minimum Variance,QQQ,0.1266693409356432
2020-04-01,Minimum Variance,IWM,1.2012819536719599e-17
2020-04-01,Minimum Variance,EFA,0.3
2020-04-01,Minimum Variance,EEM,0.2188178642171194
2020-04-01,Minimum Variance,TLT,3.913490495073979e-18
2020-04-01,Minimum Variance,IEF,2.427806837119868e-17
2020-04-01,Minimum Variance,LQD,0.0
2020-04-01,Minimum Variance,GLD,0.0
2020-04-01,Minimum Variance,VNQ,0.17981314688586714
2020-04-01,Maximum Sharpe,SPY,0.13253417597062395
2020-04-01,Maximum Sharpe,QQQ,0.29999999999951327
2020-04-01,Maximum Sharpe,IWM,0.26746582402757285
2020-04-01,Maximum Sharpe,EFA,0.3000000000002001
2020-04-01,Maximum Sharpe,EEM,2.0418343816423086e-13
2020-04-01,Maximum Sharpe,TLT,3.6228342271833245e-13
2020-04-01,Maximum Sharpe,IEF,3.8357994181842435e-13
2020-04-01,Maximum Sharpe,LQD,4.2315558862137147e-13
2020-04-01,Maximum Sharpe,GLD,4.255989068267379e-13
2020-04-01,Maximum Sharpe,VNQ,2.910702066404742e-13
2020-05-01,Equal Weight,SPY,0.1
2020-05-01,Equal Weight,QQQ,0.1
2020-05-01,Equal Weight,IWM,0.1
2020-05-01,Equal Weight,EFA,0.1
2020-05-01,Equal Weight,EEM,0.1
2020-05-01,Equal Weight,TLT,0.1
2020-05-01,Equal Weight,IEF,0.1
2020-05-01,Equal Weight,LQD,0.1
2020-05-01,Equal Weight,GLD,0.1
2020-05-01,Equal Weight,VNQ,0.1
2020-05-01,Minimum Variance,SPY,0.17361480683306024
2020-05-01,Minimum Variance,QQQ,0.1561952115923816
2020-05-01,Minimum Variance,IWM,0.0
2020-05-01,Minimum Variance,EFA,0.3
2020-05-01,Minimum Variance,EEM,0.191664594892383
2020-05-01,Minimum Variance,TLT,0.0
2020-05-01,Minimum Variance,IEF,1.7896112109588858e-17
2020-05-01,Minimum Variance,LQD,3.492655654708382e-17
2020-05-01,Minimum Variance,GLD,3.0577465879406615e-17
2020-05-01,Minimum Variance,VNQ,0.1785253866821752
2020-05-01,Maximum Sharpe,SPY,0.13014008227259002
2020-05-01,Maximum Sharpe,QQQ,0.2999999999997286
2020-05-01,Maximum Sharpe,IWM,0.26985991772795287
2020-05-01,Maximum Sharpe,EFA,0.2999999999997286
2020-05-01,Maximum Sharpe,EEM,0.0
2020-05-01,Maximum Sharpe,TLT,0.0
2020-05-01,Maximum Sharpe,IEF,0.0
2020-05-01,Maximum Sharpe,LQD,0.0
2020-05-01,Maximum Sharpe,GLD,0.0
2020-05-01,Maximum Sharpe,VNQ,0.0
2020-06-01,Equal Weight,SPY,0.1
2020-06-01,Equal Weight,QQQ,0.1
2020-06-01,Equal Weight,IWM,0.1
2020-06-01,Equal Weight,EFA,0.1
2020-06-01,Equal Weight,EEM,0.1
2020-06-01,Equal Weight,TLT,0.1
2020-06-01,Equal Weight,IEF,0.1
2020-06-01,Equal Weight,LQD,0.1
2020-06-01,Equal Weight,GLD,0.1
2020-06-01,Equal Weight,VNQ,0.1
2020-06-01,Minimum Variance,SPY,0.1749730552735052
2020-06-01,Minimum Variance,QQQ,0.15347022870751678
2020-06-01,Minimum Variance,IWM,0.0
2020-06-01,Minimum Variance,EFA,0.3
2020-06-01,Minimum Variance,EEM,0.19458814711893266
2020-06-01,Minimum Variance,TLT,0.00549387020518387
2020-06-01,Minimum Variance,IEF,0.0
2020-06-01,Minimum Variance,LQD,1.3676287048521627e-17
2020-06-01,Minimum Variance,GLD,7.303329829463391e-18
