strategy,model,factor,coefficient,hac_se,hac_tstat,hac_pvalue,hac_ci_low,hac_ci_high
Equal Risk Contribution,FF3,HML,-0.08303326457394486,0.012607933039355406,-6.5857951747331,4.5245722408840174e-11,-0.10774435925057407,-0.058322169897315645
Equal Risk Contribution,FF5,MKT_RF,0.32372378887668135,0.012498614791171,25.900773348528134,6.527437364206538e-148,0.29922695402934657,0.34822062372401613
Equal Risk Contribution,FF5,SMB,0.09511617124870825,0.017094636552362395,5.564094384654446,2.635172978678051e-08,0.061611299277275995,0.1286210432201405
Equal Risk Contribution,FF5,HML,-0.09348246113149608,0.01691856344269862,-5.525437277704532,3.2866598163943945e-08,-0.12664223614934136,-0.060322686113650804
Equal Risk Contribution,FF5,RMW,-0.04501381957082057,0.02067484795768891,-2.1772261475848036,0.029463698302310836,-0.08553577695373232,-0.004491862187908813
Equal Risk Contribution,FF5,CMA,0.07715704287373552,0.02837776901300164,2.7189256082247,0.00654943362370226,0.021537637646655554,0.1327764481008155
Equal Risk Contribution,FF5_MOM,MKT_RF,0.323784787752662,0.012452692513089362,26.00118708563012,4.801395734951451e-149,0.2993779589164553,0.3481916165888687
Equal Risk Contribution,FF5_MOM,SMB,0.09574847980989956,0.018242316633245555,5.24870178140662,1.531748028541968e-07,0.0599941962141623,0.13150276340563682
Equal Risk Contribution,FF5_MOM,HML,-0.09295872403008165,0.01901835747368932,-4.887841873762447,1.0194736041588857e-06,-0.1302340197236209,-0.05568342833654242
Equal Risk Contribution,FF5_MOM,RMW,-0.04458662434746304,0.020585467568021012,-2.1659272105496017,0.030316749621440476,-0.08493339938570156,-0.004239849309224525
Equal Risk Contribution,FF5_MOM,CMA,0.07638645419945057,0.030124998619133352,2.535650048160835,0.011223883339456078,0.01734254187163034,0.1354303665272708
Equal Risk Contribution,FF5_MOM,MOM,0.001431072389841904,0.012284845971329738,0.11649086957880692,0.9072635218546472,-0.02264678326958636,0.025508928049270168
