date,strategy,stress_period,rolling_window,RF,strategy_return,actual_excess_return,alpha_component,MKT_RF_component,SMB_component,HML_component,RMW_component,CMA_component,MOM_component,predicted_excess_return,residual_component,factor_component
2020-03-30,SPY,COVID,252,0.0001,0.0324757139247169,0.032375713924716894,-1.8710294982355635e-05,0.03124031564547451,0.0008174220002685784,-2.5190857132052032e-05,-0.00012856400422697035,8.463421369528138e-05,0.00014673155670543914,0.032116638259802426,0.0002590756649144682,0.03213534855478478
2020-03-31,SPY,COVID,252,0.0001,-0.0149054981861618,-0.015005498186161799,-1.8710294982355635e-05,-0.014191184394158767,-0.0015824451543660942,-4.5367420427392505e-06,0.00017732966100271775,-5.8592917173656336e-05,-8.229388894590767e-05,-0.015760433730666802,0.0007549355445050036,-0.015741723435684446
2020-04-01,SPY,COVID,252,0.0,-0.0450049258004894,-0.0450049258004894,-1.8710294982355635e-05,-0.044347451231746146,0.0021169133853109335,-1.56398212526011e-05,0.00012856400422697035,0.00017577875152096904,1.3974433971946585e-05,-0.041946570772950276,-0.0030583550275391225,-0.04192786047796792
2020-04-02,SPY,COVID,252,0.0,0.0230752760041725,0.0230752760041725,-1.8710294982355635e-05,0.020695477241481536,0.0009746185387817665,-3.3428625578078685e-06,-0.00011083103812669859,0.0006119704682581819,-7.530667195993438e-05,0.02207387538089469,0.0010014006232778108,0.022092585675877047
2020-04-03,SPY,COVID,252,0.0,-0.0144540969862037,-0.0144540969862037,-1.8710294982355635e-05,-0.01616218222668072,0.0014357283850871185,-1.3729614076710888e-05,-0.00010639779660163064,0.0002669232893466501,-2.0185293515033958e-05,-0.014618553551422683,0.00016445656521898305,-0.014599843256440327
2020-04-06,SPY,COVID,252,0.0,0.0671663518489089,0.0671663518489089,-1.8710294982355635e-05,0.0699704230545328,-0.0012261330004028571,3.3428625578078685e-06,0.0005763213982588327,-0.0005143156063020946,-2.4843438172349487e-05,0.06876608497548978,-0.0015997331265808767,0.06878479527047213
2020-04-07,SPY,COVID,252,0.0,0.0010194112899799,0.0010194112899799,-1.8710294982355635e-05,-0.001084048807887128,-0.00011527746157633798,2.5071469183559016e-05,0.0003989917372561149,-0.00024088199282503163,-0.0001374152673908081,-0.0011722706182219877,0.002191681908201888,-0.001153560323239632
2020-04-08,SPY,COVID,252,0.0,0.0335682755673552,0.0335682755673552,-1.8710294982355635e-05,0.03370406293612707,-0.0009012601541422788,1.5162269458628546e-05,0.00019062938557792158,-0.00016926842739056275,-0.0001630350630060435,0.032657580651642384,0.0009106949157128147,0.03267629094662474
2020-04-09,SPY,COVID,252,0.0,0.0152174063550531,0.0152174063550531,-1.8710294982355635e-05,0.015669432768550307,-0.0025885030008504983,3.808475556931107e-05,-0.0003502260804803676,-6.51032413040626e-05,-5.201594867335674e-05,0.012632958957828977,0.0025844473972241235,0.012651669252811333
2020-04-13,SPY,COVID,252,0.0,-0.0091299996787633,-0.0091299996787633,-1.8710294982355635e-05,-0.009066590029601434,0.0015510058466634566,-2.865310763835316e-05,-0.00019949586862805745,0.0,6.366131031664478e-05,-0.007698782143870099,-0.0014312175348932012,-0.007680071848887743
2020-04-14,SPY,COVID,252,0.0,0.0294929505664867,0.0294929505664867,-1.8710294982355635e-05,0.029860617162708974,0.0007755029233317283,-3.760720377533852e-05,0.0001019645550765627,-0.0001953097239121878,0.00016536413533470125,0.030651821553782085,-0.0011588709872953837,0.03067053184876444
2020-04-15,SPY,COVID,252,0.0,-0.0212483788346469,-0.0212483788346469,-1.8710294982355635e-05,-0.021188226699612046,0.0020854740776082964,-3.044392686575023e-05,-0.00017732966100271775,-0.0001953097239121878,0.00018244399907819153,-0.01934210222968857,-0.0019062766049583284,-0.019323391934706214
2020-04-16,SPY,COVID,252,0.0,0.0048247448549025,0.0048247448549025,-1.8710294982355635e-05,0.006110093280818358,0.0008803006156738536,-3.557760865095517e-05,-0.00012413076270190241,-0.00016926842739056275,0.00030277940272550934,0.006945486205491945,-0.0021207413505894453,0.006964196500474301
2020-04-17,SPY,COVID,252,0.0,0.0270147372789564,0.0270147372789564,-1.8710294982355635e-05,0.026904120413925998,-0.0016243642313029443,3.307046173259927e-05,-7.979834745122298e-05,-1.953097239121878e-05,-0.0004269965935872568,0.024767790435943595,0.002246946843012805,0.02478650073092595
2020-04-20,SPY,COVID,252,0.0,-0.0176176070867553,-0.0176176070867553,-1.8710294982355635e-05,-0.015472332985298098,-0.00038775146166586416,-1.0864303312875573e-05,-0.0007713840253618221,-0.00032551620652031304,0.00011412454410423044,-0.0168724347330371,-0.0007451723537182028,-0.016853724438054742
2020-04-21,SPY,COVID,252,0.0,-0.0303632608072528,-0.0303632608072528,-1.8710294982355635e-05,-0.03045191651246559,-0.0009850983080159686,1.9102071758902107e-06,0.00012856400422697035,0.0002734336134770629,-2.9501582829665014e-05,-0.031081318873413654,0.0007180580661608552,-0.031062608578431298
2020-04-22,SPY,COVID,252,0.0,0.0221948578842663,0.0221948578842663,-1.8710294982355635e-05,0.02276502496562969,0.0009117399233764912,-1.9818399449860937e-05,4.876565677574738e-05,2.604129652162504e-05,2.8725225386779095e-05,0.023741768373258115,-0.0015469104889918144,0.02376047866824047
2020-04-23,SPY,COVID,252,0.0,-7.197060832453417e-05,-7.197060832453417e-05,-1.8710294982355635e-05,0.0011825986995132305,-0.0013099711542765681,6.566337167122599e-06,0.000234961800828601,-0.00022786134456421258,-0.00018632578629262114,-0.00031874174260680346,0.0002467711342822693,-0.00030003144762444774
2020-04-24,SPY,COVID,252,0.0,0.0139386153265612,0.0139386153265612,-1.8710294982355635e-05,0.014092634502532665,-0.0002619942308553136,-1.4326553819176578e-06,-8.423158897629093e-05,0.00012369615847771895,2.717251050100647e-05,0.013877134401315511,6.148092524568827e-05,0.013895844696297868
2020-04-27,SPY,COVID,252,0.0,0.014418518976818,0.014418518976818,-1.8710294982355635e-05,0.01704913125131574,-0.0022636301545899094,3.199597019616103e-05,-6.206538135095121e-05,7.161356543446887e-05,-0.00018166764163530483,0.014626667314387849,-0.00020814833756984882,0.014645377609370205
