strategy,model,window,window_start,window_end,n_obs,alpha_daily,alpha_annualized,alpha_hac_se,alpha_hac_tstat,alpha_hac_pvalue,r_squared,adjusted_r_squared,residual_std,condition_number,beta_MKT_RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_MOM
SPY,FF5_MOM,252,2018-02-15,2019-02-15,252,-1.7340462845185105e-05,-0.004369796636986646,2.6442018516705163e-05,-0.6557919484940227,0.5119579976167777,0.9964837666961064,0.9963976548600927,0.00366630349502932,393.4231401014148,0.9837851017185472,-0.1302706465950185,-0.005846369117809537,0.02050994584612778,0.05558877799728743,-0.013696293572375437
SPY,FF5_MOM,252,2018-02-16,2019-02-19,252,-1.9490140588593764e-05,-0.004911515428325628,2.6160145321412754e-05,-0.7450318164953228,0.4562524860835231,0.9964767605024483,0.9963904770861817,0.0036593100367336693,393.4031679889214,0.9835520729265603,-0.13008445014829545,-0.005558093630749147,0.02000680365595353,0.0555753557403496,-0.01366877455995593
SPY,FF5_MOM,252,2018-02-20,2019-02-20,252,-1.8097975038655243e-05,-0.0045606897097411215,2.6248425135929627e-05,-0.6894880338509222,0.4905162009371171,0.9964686812201307,0.996382199943889,0.0036637296227355867,390.45940849526187,0.9835056308827912,-0.12997007331944724,-0.004678925437732271,0.02012980944945339,0.054109130447043186,-0.013773765089458975
SPY,FF5_MOM,252,2018-02-21,2019-02-21,252,-1.768642278569165e-05,-0.004456978541994295,2.6447521268991038e-05,-0.668736499190511,0.5036635802620977,0.9964665525470884,0.9963800191400783,0.0036629263452190694,392.4836386283191,0.9832899261582719,-0.1302406886834166,-0.004581459470884071,0.01951605982001467,0.05323557303775703,-0.013953423642065595
SPY,FF5_MOM,252,2018-02-22,2019-02-22,252,-1.9247613928555468e-05,-0.0048503987099959775,2.617352313668235e-05,-0.7353849089418084,0.46210510996487697,0.9964734408241754,0.9963870761096655,0.003659933241755064,394.9942304997509,0.9834210618302541,-0.13126329097359002,-0.006621518598355653,0.019173101083866356,0.054203978485110056,-0.015220537674375853
SPY,FF5_MOM,252,2018-02-23,2019-02-25,252,-2.2537958127444372e-05,-0.005679565448115982,2.5911234413950913e-05,-0.8698141419040102,0.38440198179828244,0.9964946774084118,0.9964088327735158,0.0036489062407640722,397.9025636161983,0.9832897508388374,-0.1309395061697679,-0.0053714137929726895,0.019691944670468225,0.0522739335125416,-0.015002831437177032
SPY,FF5_MOM,252,2018-02-26,2019-02-26,252,-2.3957390705028566e-05,-0.006037262457667199,2.5954163746192562e-05,-0.9230654063567384,0.3559731210472694,0.9964663627254227,0.9963798246697187,0.0036466249220234444,398.0023234803659,0.9830754230113067,-0.13067978443918143,-0.005327680823522668,0.019813272291355655,0.05212902140854776,-0.01491047583059537
SPY,FF5_MOM,252,2018-02-27,2019-02-27,252,-2.833085290110816e-05,-0.007139374931079256,2.6212000419166982e-05,-1.0808352070829288,0.279770424353855,0.9964090576339866,0.9963211161882883,0.003666951714068961,398.06321944477065,0.9832207452926984,-0.13069488430815984,-0.005482352662486437,0.021704831124708585,0.052355447588390065,-0.015240308012066571
SPY,FF5_MOM,252,2018-02-28,2019-02-28,252,-2.2426264365646323e-05,-0.005651418620142873,2.5802708185859047e-05,-0.8691438202574737,0.38476847114752044,0.9963533335569659,0.9962640274399936,0.003684282727491818,398.39269309791285,0.9828953193605137,-0.13052758300344,-0.005542903850150143,0.022596022737440324,0.052994168604234025,-0.014050502721483366
SPY,FF5_MOM,252,2018-03-01,2019-03-01,252,-2.525095975049104e-05,-0.006363241857123742,2.6112500762921106e-05,-0.9670065682236981,0.333540750181578,0.9963389200214571,0.9962492609199417,0.0036865354720401755,399.195152795687,0.9830615520982116,-0.13033493423389916,-0.005257749777594276,0.022956122734931972,0.05343125189399957,-0.013879332199697843
SPY,FF5_MOM,252,2018-03-02,2019-03-04,252,-1.5202390366081305e-05,-0.003831002372252489,2.584104056668681e-05,-0.5883041097686907,0.5563281875439214,0.9964082395070238,0.9963202780255632,0.0036370946943638212,398.2374459060653,0.9816954093634382,-0.1288981576821705,-0.0055552581055661986,0.021314935538895546,0.05081630903716492,-0.01599191233886313
SPY,FF5_MOM,252,2018-03-05,2019-03-05,252,-1.543048565733025e-05,-0.003888482385647223,2.5805487097101102e-05,-0.597953667732304,0.5498708486267678,0.9964047438514096,0.9963166967620564,0.003637379201523102,398.29079162983265,0.9817190297979564,-0.12863115963417426,-0.005563103248302219,0.02102816262293261,0.05071111817543427,-0.016152482882654147
SPY,FF5_MOM,252,2018-03-06,2019-03-06,252,-1.5280281073016806e-05,-0.0038506308304002354,2.5690513227050044e-05,-0.5947830211865094,0.5519885183586724,0.9963931756335187,0.9963048452408702,0.003636953779496684,398.5670209812797,0.9813213738628239,-0.1289220237535637,-0.005369188637253643,0.022551101781665805,0.050281004095585086,-0.015341929857369381
